example_key,drug_set,condition_id_norm,source_label_binary,source_file,drug_labels,condition_label
CHEBI:46195|CHEBI:52010|CHEBI:64733|CHEBI:8093||HP:0001945,"['CHEBI:46195', 'CHEBI:52010', 'CHEBI:64733', 'CHEBI:8093']",HP:0001945,1,indications,"['Phenylephrine', 'Potassium citrate', 'Acetaminophen', 'chlorphenamine']",Fever
CHEBI:32114|CHEBI:46195|CHEBI:52140|CHEBI:8093||HP:0001945,"['CHEBI:32114', 'CHEBI:46195', 'CHEBI:52140', 'CHEBI:8093']",HP:0001945,1,indications,"['Clemizole', 'Salicylamide', 'Phenylephrine', 'Acetaminophen']",Fever
CHEBI:15354|CHEBI:27732||HP:0012531,"['CHEBI:15354', 'CHEBI:27732']",HP:0012531,1,indications,"['Choline', 'Caffeine']",Pain
CHEBI:15365|CHEBI:7852||HP:0012531,"['CHEBI:15365', 'CHEBI:7852']",HP:0012531,1,indications,"['Aspirin', 'Oxycodone']",Pain
CHEBI:6784|CHEBI:7627||MONDO:0008487,"['CHEBI:6784', 'CHEBI:7627']",MONDO:0008487,1,indications,"['Mestranol', 'Norethisterone']",Androgen excess
CHEBI:28674|CHEBI:84115||HP:0033841,"['CHEBI:28674', 'CHEBI:84115']",HP:0033841,1,indications,"['Tetryzoline', 'Antazoline']",Ocular pruritus
CHEBI:135398|CHEBI:4903||MONDO:0008487,"['CHEBI:135398', 'CHEBI:4903']",MONDO:0008487,1,indications,"['Norelgestromin', 'Ethinylestradiol']",Androgen excess
CHEBI:27594|CHEBI:31498||NCIT:C78213,"['CHEBI:27594', 'CHEBI:31498']",NCIT:C78213,1,indications,"['Graphite', 'Dimethicone']",Meteorism
CHEBI:17754|CHEBI:26710||MONDO:0006875,"['CHEBI:17754', 'CHEBI:26710']",MONDO:0006875,1,indications,"['Glycerin', 'Sodium chloride']",ocular hypertension
CHEBI:131526|CHEBI:29385||MONDO:0024268,"['CHEBI:131526', 'CHEBI:29385']",MONDO:0024268,1,indications,"['Potassium carbonate', 'Octasulfur']",superficial mycosis
CHEBI:15365|CHEBI:32139||HP:0012531,"['CHEBI:15365', 'CHEBI:32139']",HP:0012531,1,indications,"['Aspirin', 'Sodium bicarbonate']",Pain
CHEBI:32914|CHEBI:3614|CHEBI:94563||MONDO:0002258,"['CHEBI:32914', 'CHEBI:3614', 'CHEBI:94563']",MONDO:0002258,1,indications,"['Chlorhexidine', 'Benzydamine', 'Cetylpyridinium']",pharyngitis
CHEBI:116735|CHEBI:4636||HP:0012531,"['CHEBI:116735', 'CHEBI:4636']",HP:0012531,1,indications,"['Diphenhydramine', 'Benzocaine']",Pain
CHEBI:46195|CHEBI:9609||HP:0012531,"['CHEBI:46195', 'CHEBI:9609']",HP:0012531,1,indications,"['Tizanidine hydrochloride', 'Acetaminophen']",Pain
CHEBI:4514|CHEBI:6717||UMLS:C0877664,"['CHEBI:4514', 'CHEBI:6717']",UMLS:C0877664,1,indications,"['Mefenamic acid', 'Dicyclomine']",Gastrointestinal cramps
CHEBI:15367|CHEBI:205919|CHEBI:6942||MONDO:0004907,"['CHEBI:15367', 'CHEBI:205919', 'CHEBI:6942']",MONDO:0004907,1,indications,"['Clobetasol', 'Tretinoin', 'Minoxidil']",alopecia
CHEBI:229630|UNII:61ZBX54883||MONDO:0008487,"['CHEBI:229630', 'UNII:61ZBX54883']",MONDO:0008487,1,indications,"['Ammonium carbonate', 'LICORICE']",Androgen excess
CHEBI:18332|CHEBI:8346||MONDO:0009718,"['CHEBI:18332', 'CHEBI:8346']",MONDO:0009718,1,indications,"['Potassium Iodide', 'Levothyroxine']",myxedema
CHEBI:48213|CHEBI:48220||UMLS:C0729771,"['CHEBI:48213', 'CHEBI:48220']",UMLS:C0729771,1,indications,"['Dichlorobenzyl alcohol', 'Amylmetacresol']",Infective pharyngitis
CHEBI:10454|CHEBI:135214||MONDO:0001942,"['CHEBI:10454', 'CHEBI:135214']",MONDO:0001942,1,indications,"['Melitracen', 'Flupentixol']",generalized anxiety disorder
CHEBI:17987|CHEBI:30746|CHEBI:48220||UMLS:C0729771,"['CHEBI:17987', 'CHEBI:30746', 'CHEBI:48220']",UMLS:C0729771,1,indications,"['Benzoic acid', 'Dichlorobenzyl alcohol', 'Benzyl alcohol']",Infective pharyngitis
CHEBI:22984|CHEBI:2567|CHEBI:27300||MONDO:0005298,"['CHEBI:22984', 'CHEBI:2567', 'CHEBI:27300']",MONDO:0005298,1,indications,"['Cholecalciferol', 'Calcium', 'Alendronic acid']",osteoporosis
CHEBI:27300|UNII:UMD7G2653W||MONDO:0005298,"['CHEBI:27300', 'UNII:UMD7G2653W']",MONDO:0005298,1,indications,"['Cholecalciferol', 'Ibandronate']",osteoporosis
CHEBI:133538|CHEBI:16467||MONDO:0005240,"['CHEBI:133538', 'CHEBI:16467']",MONDO:0005240,1,indications,"['Arginine', 'Lysine']",kidney disorder
CHEBI:31484|CHEBI:74500||UMLS:C0863090,"['CHEBI:31484', 'CHEBI:74500']",UMLS:C0863090,1,indications,"['Chlorquinaldol', 'Diflucortolone valerate']",Allergic skin reaction
CHEBI:4636|CHEBI:8093||HP:0025095,"['CHEBI:4636', 'CHEBI:8093']",HP:0025095,1,indications,"['Diphenhydramine', 'Phenylephrine']",Sneeze
CHEBI:4470|CHEBI:8093|CHEBI:84116||HP:0025095,"['CHEBI:4470', 'CHEBI:8093', 'CHEBI:84116']",HP:0025095,1,indications,"['Dextromethorphan', 'Triprolidine', 'Phenylephrine']",Sneeze
CHEBI:16709|PUBCHEM.COMPOUND:16129749||HP:0033050,"['CHEBI:16709', 'PUBCHEM.COMPOUND:16129749']",HP:0033050,1,indications,"['H-Arg-Val-Val-Arg-Asp-Pro-Gln-Gly-Ile-Arg-Ala-Trp-Val-Ala-Trp-Arg-Asn-Arg-OH', 'Pyridoxine']",Pharyngalgia
CHEBI:32114|CHEBI:46195|CHEBI:52010||MONDO:0005709,"['CHEBI:32114', 'CHEBI:46195', 'CHEBI:52010']",MONDO:0005709,1,indications,"['Acetaminophen', 'chlorphenamine', 'Salicylamide']",common cold
CHEBI:16347|CHEBI:18408||HP:0004325,"['CHEBI:16347', 'CHEBI:18408']",HP:0004325,1,indications,"['Cobamamide', 'Levocarnitine']",Underweight
CHEBI:15367|CHEBI:17594||MONDO:0011438,"['CHEBI:15367', 'CHEBI:17594']",MONDO:0011438,1,indications,"['Hydroquinone', 'Tretinoin']",acne
CHEBI:3746|CHEBI:82405||MONDO:0011438,"['CHEBI:3746', 'CHEBI:82405']",MONDO:0011438,1,indications,"['Evoclin (TN)', 'Benzoyl peroxide']",acne
CHEBI:6923|CHEBI:82405||MONDO:0011438,"['CHEBI:6923', 'CHEBI:82405']",MONDO:0011438,1,indications,"['Miconazole', 'Benzoyl peroxide']",acne
CHEBI:31174|CHEBI:3746|CHEBI:82405||MONDO:0011438,"['CHEBI:31174', 'CHEBI:3746', 'CHEBI:82405']",MONDO:0011438,1,indications,"['Adapalene', 'Benzoyl peroxide', 'Evoclin (TN)']",acne
CHEBI:31498|CHEBI:81916||UMLS:C0267167,"['CHEBI:31498', 'CHEBI:81916']",UMLS:C0267167,1,indications,"['Dimethicone', 'Pancrelipase']",Nonulcer dyspepsia
CHEBI:107736|CHEBI:31459|CHEBI:31498|CHEBI:81916|DRUGBANK:DB13281||UMLS:C0267167,"['CHEBI:107736', 'CHEBI:31459', 'CHEBI:31498', 'CHEBI:81916', 'DRUGBANK:DB13281']",UMLS:C0267167,1,indications,"['Dehydrocholic acid', 'Pancrelipase', 'Dimethicone', 'Metoclopramide', 'Bromelains']",Nonulcer dyspepsia
CHEBI:16899|CHEBI:31498|CHEBI:33130|CHEBI:6637||UMLS:C0267167,"['CHEBI:16899', 'CHEBI:31498', 'CHEBI:33130', 'CHEBI:6637']",UMLS:C0267167,1,indications,"['algeldrate', 'Magnesium hydroxide', 'Dimethicone', 'Mannitol']",Nonulcer dyspepsia
CHEBI:31498|CHEBI:81916||UMLS:C0267167,"['CHEBI:31498', 'CHEBI:81916']",UMLS:C0267167,1,indications,"['Pancrelipase', 'Dimethicone']",Nonulcer dyspepsia
CHEBI:41879|CHEBI:9635||UMLS:C0015404,"['CHEBI:41879', 'CHEBI:9635']",UMLS:C0015404,1,indications,"['Dexamethasone', 'Toremifene']","Eye Infections, Bacterial"
DRUGBANK:DB10320|DRUGBANK:DB10329||MONDO:0005114,"['DRUGBANK:DB10320', 'DRUGBANK:DB10329']",MONDO:0005114,1,indications,"['Streptococcus pneumoniae type 10a capsular polysaccharide antigen', 'Streptococcus pneumoniae type 2 capsular polysaccharide antigen']",pneumococcal infection
DRUGBANK:DB10320|DRUGBANK:DB10328||MONDO:0005114,"['DRUGBANK:DB10320', 'DRUGBANK:DB10328']",MONDO:0005114,1,indications,"['Streptococcus pneumoniae type 9v capsular polysaccharide antigen', 'Streptococcus pneumoniae type 2 capsular polysaccharide antigen']",pneumococcal infection
CHEBI:27300|CHEBI:3309|CHEBI:4496|UNII:2URQ2N32W3||MONDO:0003847,"['CHEBI:27300', 'CHEBI:3309', 'CHEBI:4496', 'UNII:2URQ2N32W3']",MONDO:0003847,1,indications,"['Calcium gluconate', 'Cholecalciferol', 'Calcium phosphate dihydrate', 'Calcium lactate']",genetic disease
CHEBI:3215|CHEBI:6456|CHEBI:6888|CHEBI:9667||MONDO:0006684,"['CHEBI:3215', 'CHEBI:6456', 'CHEBI:6888', 'CHEBI:9667']",MONDO:0006684,1,indications,"['Bupivacaine', 'Lidocaine', 'Triamcinolone', 'Methylprednisolone']",brain edema
CHEBI:3441|CHEBI:85966||UMLS:C0749225,"['CHEBI:3441', 'CHEBI:85966']",UMLS:C0749225,1,indications,"['Ivabradine', 'Carvedilol']",Systolic dysfunction
DRUGBANK:DB11621|DRUGBANK:DB13968||DRUGBANK:DB11621,"['DRUGBANK:DB11621', 'DRUGBANK:DB13968']",DRUGBANK:DB11621,1,indications,"['Plasma protein fraction (human)', 'Human varicella-zoster immune globulin']",Human varicella-zoster immune globulin
CHEBI:31498|CHEBI:6637|UNII:9T3UU8T0QK||UMLS:C0267167,"['CHEBI:31498', 'CHEBI:6637', 'UNII:9T3UU8T0QK']",UMLS:C0267167,1,indications,"['Silodrate', 'Magnesium hydroxide', 'Dimethicone']",Nonulcer dyspepsia
DRUGBANK:DB11621|DRUGBANK:DB13968||DRUGBANK:DB11597,"['DRUGBANK:DB11621', 'DRUGBANK:DB13968']",DRUGBANK:DB11597,1,indications,"['Plasma protein fraction (human)', 'Human varicella-zoster immune globulin']",Human Rho(D) immune globulin
CHEBI:3312|UNII:04XPW8C0FL|UNII:SCK81AMR7R|UNII:SCK81AMR7R||MONDO:0021645,"['CHEBI:3312', 'UNII:04XPW8C0FL', 'UNII:SCK81AMR7R', 'UNII:SCK81AMR7R']",MONDO:0021645,1,indications,"['rhThrombin', 'Calcium chloride', 'Aprotinin', 'rhThrombin']",esophageal varices with bleeding
CHEBI:135492|CHEBI:9241||MONDO:0005252,"['CHEBI:135492', 'CHEBI:9241']",MONDO:0005252,1,indications,"['Spironolactone', 'Buthiazide']",heart failure
CHEBI:16709|CHEBI:17439|CHEBI:18385|CHEBI:6456||UMLS:C0013221,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:6456']",UMLS:C0013221,1,indications,"['Cyanocobalamin', 'Lidocaine', 'Thiamine', 'Pyridoxine']",Drug toxicity
CHEBI:31355|CHEBI:45863|PUBCHEM.COMPOUND:91820602|UNII:2S9ZZM9Q9V|UNII:52CMI0WC3Y||UMLS:C5395609,"['CHEBI:31355', 'CHEBI:45863', 'PUBCHEM.COMPOUND:91820602', 'UNII:2S9ZZM9Q9V', 'UNII:52CMI0WC3Y']",UMLS:C5395609,1,indications,"['Paclitaxel', 'Atezolizumab', 'Hyaluronidase', 'Bevacizumab', 'Carboplatin']",Treatment naive
CHEBI:691037|CHEBI:7507|PUBCHEM.COMPOUND:45267103||MONDO:0012994,"['CHEBI:691037', 'CHEBI:7507', 'PUBCHEM.COMPOUND:45267103']",MONDO:0012994,1,indications,"['Gramicidin D', 'Framycetin', 'Desoximetasone']",dopa-responsive dystonia due to sepiapterin reductase deficiency
CHEBI:4672|UNII:5384HK7574||CHEBI:4027,"['CHEBI:4672', 'UNII:5384HK7574']",CHEBI:4027,1,indications,"['Trastuzumab deruxtecan', 'Docetaxel']",Cyclophosphamide
CHEBI:22984|CHEBI:28934||MONDO:0011996,"['CHEBI:22984', 'CHEBI:28934']",MONDO:0011996,1,indications,"['Calcium', 'Ergocalciferol']","chronic myelogenous leukemia, BCR-ABL1 positive"
CHEBI:15365|CHEBI:51209||UMLS:C0852402,"['CHEBI:15365', 'CHEBI:51209']",UMLS:C0852402,1,indications,"['Pseudoephedrine', 'Aspirin']",Headaches NEC
CHEBI:6456|CHEBI:7565||NCIT:C78587,"['CHEBI:6456', 'CHEBI:7565']",NCIT:C78587,1,indications,"['Nifedipine', 'Lidocaine']",Anal pain
CHEBI:41879|CHEBI:52717|CHEBI:63791|UNII:R30772KCU0||MONDO:0010643,"['CHEBI:41879', 'CHEBI:52717', 'CHEBI:63791', 'UNII:R30772KCU0']",MONDO:0010643,1,indications,"['Isatuximab', 'Lenalidomide', 'Bortezomib', 'Dexamethasone']",acute leukemia
CHEBI:41879|CHEBI:52717|CHEBI:63791|UNII:R30772KCU0||MONDO:0010643,"['CHEBI:41879', 'CHEBI:52717', 'CHEBI:63791', 'UNII:R30772KCU0']",MONDO:0010643,1,indications,"['Dexamethasone', 'Isatuximab', 'Lenalidomide', 'Bortezomib']",acute leukemia
CHEBI:7507|CHEBI:7660|CHEBI:9667||MONDO:0002406,"['CHEBI:7507', 'CHEBI:7660', 'CHEBI:9667']",MONDO:0002406,1,indications,"['Framycetin', 'nystatin', 'Triamcinolone']",dermatitis
CHEBI:8673|CHEBI:9329||CHEBI:3638,"['CHEBI:8673', 'CHEBI:9329']",CHEBI:3638,1,indications,"['Sulfadoxine', 'Pyrimethamine']",Chloroquine
CHEBI:7470|CHEBI:84115||HP:0000613,"['CHEBI:7470', 'CHEBI:84115']",HP:0000613,1,indications,"['Naphazoline', 'Antazoline']",Photophobia
CHEBI:31355|CHEBI:45863|UNII:2S9ZZM9Q9V||MONDO:0002239,"['CHEBI:31355', 'CHEBI:45863', 'UNII:2S9ZZM9Q9V']",MONDO:0002239,1,indications,"['Bevacizumab', 'Carboplatin', 'Paclitaxel']",post-surgical hypoinsulinemia
CHEBI:22652|CHEBI:27470|CHEBI:31607||MONDO:0000755,"['CHEBI:22652', 'CHEBI:27470', 'CHEBI:31607']",MONDO:0000755,1,indications,"['Ascorbic acid', 'Ferrous fumarate', 'Folic acid']",ectopic pregnancy
CHEBI:45924|CHEBI:9332||MONDO:0003778,"['CHEBI:45924', 'CHEBI:9332']",MONDO:0003778,1,indications,"['Sulfamethoxazole', 'Trimethoprim']",inborn error of immunity
CHEBI:41879|CHEBI:63791|PUBCHEM.COMPOUND:91820602|UNII:4Z63YK6E0E||CHEBI:91326,"['CHEBI:41879', 'CHEBI:63791', 'PUBCHEM.COMPOUND:91820602', 'UNII:4Z63YK6E0E']",CHEBI:91326,1,indications,"['Daratumumab', 'Hyaluronidase', 'Lenalidomide', 'Dexamethasone']",AT-7519
CHEBI:41879|CHEBI:63791|UNII:4Z63YK6E0E||UMLS:C0862906,"['CHEBI:41879', 'CHEBI:63791', 'UNII:4Z63YK6E0E']",UMLS:C0862906,1,indications,"['Daratumumab', 'Dexamethasone', 'Lenalidomide']",Rhabdomyosarcoma previously treated
CHEBI:31355|CHEBI:4911|UNII:52CMI0WC3Y||UniProtKB:A0A8D1C1M1,"['CHEBI:31355', 'CHEBI:4911', 'UNII:52CMI0WC3Y']",UniProtKB:A0A8D1C1M1,1,indications,"['Atezolizumab', 'Carboplatin', 'Etoposide']",A0A8D1C1M1_PIG LINE-1 type transposase domain-containing protein 1 (trembl)
CHEBI:116735|CHEBI:30853|CHEBI:3614||MONDO:0006723,"['CHEBI:116735', 'CHEBI:30853', 'CHEBI:3614']",MONDO:0006723,1,indications,"['Enoxolone', 'Chlorhexidine', 'Benzocaine']",denture stomatitis
CHEBI:75179|CHEBI:90877||UMLS:C0796392,"['CHEBI:75179', 'CHEBI:90877']",UMLS:C0796392,1,indications,"['tipiracil hydrochloride', 'Trifluridine']",bevacizumab
CHEBI:15640|CHEBI:46345|CHEBI:5971|UNII:PQX0D8J21J||MONDO:0005974,"['CHEBI:15640', 'CHEBI:46345', 'CHEBI:5971', 'UNII:PQX0D8J21J']",MONDO:0005974,1,indications,"['Cetuximab', 'Leucovorin', 'irinotecan hydrochloride (anhydrous)', 'Fluorouracil']",strongyloidiasis
CHEBI:6715|CHEBI:8389||MONDO:0001410,"['CHEBI:6715', 'CHEBI:8389']",MONDO:0001410,1,indications,"['medroxyprogesterone', 'Conjugated estrogens']",postmenopausal atrophic vaginitis
CHEBI:3996|CHEBI:76200||HP:0002487,"['CHEBI:3996', 'CHEBI:76200']",HP:0002487,1,indications,"['Cyclobenzaprine', 'Clonixin']",Hyperkinesia
CHEBI:5778|CHEBI:9671||UMLS:C0860811,"['CHEBI:5778', 'CHEBI:9671']",UMLS:C0860811,1,indications,"['Triamterene', 'Hydrochlorothiazide']",Abnormal anti-diuretic hormone
UNII:2S9ZZM9Q9V|UNII:52CMI0WC3Y||UMLS:C5395609,"['UNII:2S9ZZM9Q9V', 'UNII:52CMI0WC3Y']",UMLS:C5395609,1,indications,"['Atezolizumab', 'Bevacizumab']",Treatment naive
CHEBI:10082|CHEBI:27373||UMLS:C0176372,"['CHEBI:10082', 'CHEBI:27373']",UMLS:C0176372,1,indications,"['Xylometazoline', 'Dexpanthenol']",Other septoplasty
CHEBI:172943|CHEBI:31536|CHEBI:90923||UMLS:C0877599,"['CHEBI:172943', 'CHEBI:31536', 'CHEBI:90923']",UMLS:C0877599,1,indications,"['Bictegravir', 'tenofovir alafenamide fumarate', 'Emtricitabine']",HIV viral load undetectable
CHEBI:63577|CHEBI:76010||UMLS:C0877599,"['CHEBI:63577', 'CHEBI:76010']",UMLS:C0877599,1,indications,"['Dolutegravir', 'Lamivudine']",HIV viral load undetectable
CHEBI:31536|CHEBI:63717||MONDO:0009234,"['CHEBI:31536', 'CHEBI:63717']",MONDO:0009234,1,indications,"['Tenofovir disoproxil', 'Emtricitabine']",FLAUJEAC TRAIT
CHEBI:15354|CHEBI:4470|CHEBI:5551|CHEBI:8093||HP:0012735,"['CHEBI:15354', 'CHEBI:4470', 'CHEBI:5551', 'CHEBI:8093']",HP:0012735,1,indications,"['Choline', 'Dextromethorphan', 'Phenylephrine', 'Guaifenesin']",Cough
CHEBI:135285|CHEBI:6801||UMLS:C3838797,"['CHEBI:135285', 'CHEBI:6801']",UMLS:C3838797,1,indications,"['Metformin', 'Vildagliptin']",Inadequate hemodialysis
CHEBI:5383|CHEBI:8228||UMLS:C3838797,"['CHEBI:5383', 'CHEBI:8228']",UMLS:C3838797,1,indications,"['Glimepiride', 'Pioglitazone']",Inadequate hemodialysis
CHEBI:5109|CHEBI:7507|CHEBI:7660|PUBCHEM.COMPOUND:45267103||HP:0000989,"['CHEBI:5109', 'CHEBI:7507', 'CHEBI:7660', 'PUBCHEM.COMPOUND:45267103']",HP:0000989,1,indications,"['Fluocinonide', 'Framycetin', 'nystatin', 'Gramicidin D']",Pruritus
CHEBI:15377|UNII:LIA7Z4002P||HP:0002093,"['CHEBI:15377', 'UNII:LIA7Z4002P']",HP:0002093,1,indications,"['Nadroparin', 'Water']",Respiratory insufficiency
CHEBI:3614|CHEBI:5130||MONDO:0002258,"['CHEBI:3614', 'CHEBI:5130']",MONDO:0002258,1,indications,"['Chlorhexidine', 'Flurbiprofen']",pharyngitis
CHEBI:18420|CHEBI:27300|CHEBI:3311||MONDO:0005298,"['CHEBI:18420', 'CHEBI:27300', 'CHEBI:3311']",MONDO:0005298,1,indications,"['Cholecalciferol', 'Calcium carbonate', 'magnesium(2+)']",osteoporosis
CHEBI:17568|CHEBI:32188||MONDO:0008315,"['CHEBI:17568', 'CHEBI:32188']",MONDO:0008315,1,indications,"['Uracil', 'Tegafur']",prostate cancer
CHEBI:2639|CHEBI:5778||MONDO:0003019,"['CHEBI:2639', 'CHEBI:5778']",MONDO:0003019,1,indications,"['Amiloride', 'Hydrochlorothiazide']",hypokalemia
CHEBI:176844|CHEBI:68642|CHEBI:8378||MONDO:0000927,"['CHEBI:176844', 'CHEBI:68642', 'CHEBI:8378']",MONDO:0000927,1,indications,"['Abiraterone', 'Niraparib', 'Prednisolone']",asymptomatic neurosyphilis
CHEBI:176844|CHEBI:68642|CHEBI:8382||MONDO:0008315,"['CHEBI:176844', 'CHEBI:68642', 'CHEBI:8382']",MONDO:0008315,1,indications,"['Abiraterone', 'Niraparib', 'Prednisone']",prostate cancer
CHEBI:44185|UNII:FU77B4U5Z0||MONDO:0011849,"['CHEBI:44185', 'UNII:FU77B4U5Z0']",MONDO:0011849,1,indications,"['Ustekinumab', 'Methotrexate']",psoriatic arthritis
CHEBI:16469|CHEBI:6443||GO:0042697,"['CHEBI:16469', 'CHEBI:6443']",GO:0042697,1,indications,"['Estradiol', 'Levonorgestrel']",menopause
CHEBI:32914|CHEBI:3614|CHEBI:94563||MONDO:0002635,"['CHEBI:32914', 'CHEBI:3614', 'CHEBI:94563']",MONDO:0002635,1,indications,"['Chlorhexidine', 'Benzydamine', 'Cetylpyridinium']",periodontal disorder
CHEBI:17650|CHEBI:17650|CHEBI:7507||MONDO:0005041,"['CHEBI:17650', 'CHEBI:17650', 'CHEBI:7507']",MONDO:0005041,1,indications,"['Hydrocortisone', 'Hydrocortisone', 'Framycetin']",glaucoma
CHEBI:135598|CHEBI:33353||UMLS:C0852149,"['CHEBI:135598', 'CHEBI:33353']",UMLS:C0852149,1,indications,"['Tetrofosmin', 'technetium atom']",Ischaemic coronary artery disorders
CHEBI:15428|CHEBI:21557||UMLS:C0851439,"['CHEBI:15428', 'CHEBI:21557']",UMLS:C0851439,1,indications,"['Glycine', 'N-Acetylmethionine']",Infections - pathogen unspecified
CHEBI:17754|CHEBI:17924||UMLS:C0549433,"['CHEBI:17754', 'CHEBI:17924']",UMLS:C0549433,1,indications,"['Sorbitol', 'Glycerin']",Surgical intervention (finding)
CHEBI:17630|CHEBI:9667||UMLS:C0033777,"['CHEBI:17630', 'CHEBI:9667']",UMLS:C0033777,1,indications,"['Triamcinolone', 'Kanamycin']",Pruritus of genital organs
CHEBI:45924|CHEBI:9332||MONDO:0100338,"['CHEBI:45924', 'CHEBI:9332']",MONDO:0100338,1,indications,"['Sulfamethoxazole', 'Trimethoprim']",urinary tract infection
CHEBI:135547|CHEBI:94773||MONDO:0003198,"['CHEBI:135547', 'CHEBI:94773']",MONDO:0003198,1,indications,"['Pitofenone', 'Fenpiverinium']",small intestine adenocarcinoma
CHEBI:102130|CHEBI:9328|CHEBI:9337||MONDO:0004863,"['CHEBI:102130', 'CHEBI:9328', 'CHEBI:9337']",MONDO:0004863,1,indications,"['Sulfathiazole', 'Sulfadiazine', 'Sulfamerazine']",purulent endophthalmitis
CHEBI:41879|CHEBI:85155|CHEBI:85157||MONDO:0025598,"['CHEBI:41879', 'CHEBI:85155', 'CHEBI:85157']",MONDO:0025598,1,indications,"['Netupitant', 'Dexamethasone', 'palonosetron hydrochloride']",pneumonia caused by chlamydia
CHEBI:135515|UNII:O43472U9X8||UMLS:C0855090,"['CHEBI:135515', 'UNII:O43472U9X8']",UMLS:C0855090,1,indications,"['Obinutuzumab', 'Bendamustine']",B-cell lymphoma refractory
CHEBI:31206|CHEBI:4636|CHEBI:77032||UMLS:C0741789,"['CHEBI:31206', 'CHEBI:4636', 'CHEBI:77032']",UMLS:C0741789,1,indications,"['Ammonium chloride', 'Bromhexine', 'Diphenhydramine']",Bronchial congestion
CHEBI:41872|UNII:877376V2XW||UMLS:C0555971,"['CHEBI:41872', 'UNII:877376V2XW']",UMLS:C0555971,1,indications,"['Tyrothricin', 'Dequalinium']",Oral infection
UNII:31YO63LBSN|UNII:6T8C155666||UMLS:C1142025,"['UNII:31YO63LBSN', 'UNII:6T8C155666']",UMLS:C1142025,1,indications,"['Nivolumab', 'Ipilimumab']",Metastatic Esophageal Squamous Cell Carcinoma
CHEBI:32914|CHEBI:53579|CHEBI:94563||UMLS:C0555971,"['CHEBI:32914', 'CHEBI:53579', 'CHEBI:94563']",UMLS:C0555971,1,indications,"['Cetylpyridinium', 'Benzydamine', 'Pholcodine']",Oral infection
CHEBI:135611|CHEBI:41872||UMLS:C0555971,"['CHEBI:135611', 'CHEBI:41872']",UMLS:C0555971,1,indications,"['Dequalinium', 'Benzalkonium']",Oral infection
CHEBI:16335|DRUGBANK:DB14256|UNII:L4EL31FWIL||UMLS:C0424499,"['CHEBI:16335', 'DRUGBANK:DB14256', 'UNII:L4EL31FWIL']",UMLS:C0424499,1,indications,"['Centella asiatica', 'Acetyl hexapeptide-3', 'Adenosine']",Sun-damaged skin on face
CHEBI:15365|CHEBI:15428||MONDO:0005264,"['CHEBI:15365', 'CHEBI:15428']",MONDO:0005264,1,indications,"['Glycine', 'Aspirin']",transient ischemic attack
CHEBI:231344|CHEBI:68534||MONDO:0850353,"['CHEBI:231344', 'CHEBI:68534']",MONDO:0850353,1,indications,"['Talazoparib', 'Enzalutamide']",castration-resistant prostate carcinoma
CHEBI:41879|CHEBI:7507|PUBCHEM.COMPOUND:45267103||MONDO:0004856,"['CHEBI:41879', 'CHEBI:7507', 'PUBCHEM.COMPOUND:45267103']",MONDO:0004856,1,indications,"['Gramicidin D', 'Dexamethasone', 'Framycetin']",rosacea conjunctivitis
CHEBI:133538|CHEBI:137228|CHEBI:15614|CHEBI:15971|CHEBI:16530|CHEBI:16857|CHEBI:17895|CHEBI:30851|CHEBI:48430||MONDO:0002492,"['CHEBI:133538', 'CHEBI:137228', 'CHEBI:15614', 'CHEBI:15971', 'CHEBI:16530', 'CHEBI:16857', 'CHEBI:17895', 'CHEBI:30851', 'CHEBI:48430']",MONDO:0002492,1,indications,"['Ketoleucine', 'alpha-Ketoisovalerate', 'Lysine', 'Desmeninol', 'Histidine', 'PHENYLPYRUVATE', 'alpha-Keto-isoleucine', 'Tyrosine', 'Threonine']",acute kidney failure
CHEBI:27902|CHEBI:3077|CHEBI:7470||MONDO:0002307,"['CHEBI:27902', 'CHEBI:3077', 'CHEBI:7470']",MONDO:0002307,1,indications,"['Naphazoline', 'Tetracycline', 'Betamethasone']",blepharoconjunctivitis
CHEBI:47381|CHEBI:94557||UMLS:C0699896,"['CHEBI:47381', 'CHEBI:94557']",UMLS:C0699896,1,indications,"['Thiocolchicoside', 'Diclofenac']",Acute back pain
CHEBI:17234|CHEBI:17234|CHEBI:3215||NCIT:C51220,"['CHEBI:17234', 'CHEBI:17234', 'CHEBI:3215']",NCIT:C51220,1,indications,"['D-glucose', 'Bupivacaine', 'D-glucose']",Insufficient Anesthesia
CHEBI:133538|CHEBI:15971|CHEBI:16857|CHEBI:17895||MONDO:0002492,"['CHEBI:133538', 'CHEBI:15971', 'CHEBI:16857', 'CHEBI:17895']",MONDO:0002492,1,indications,"['Tyrosine', 'Threonine', 'Histidine', 'Lysine']",acute kidney failure
CHEBI:133538|CHEBI:137228|CHEBI:15971|CHEBI:16857|CHEBI:17895|CHEBI:48430||MONDO:0002492,"['CHEBI:133538', 'CHEBI:137228', 'CHEBI:15971', 'CHEBI:16857', 'CHEBI:17895', 'CHEBI:48430']",MONDO:0002492,1,indications,"['Desmeninol', 'Tyrosine', 'Ketoleucine', 'Lysine', 'Histidine', 'Threonine']",acute kidney failure
