example_key,drug_set,condition_id_norm,source_label_binary,source_file,drug_labels,condition_label,mechanism_category,mechanism_confidence,needs_human_review,rationale_short,llm_model,prompt_version,classified_at_utc
CHEBI:135611|CHEBI:41872||MONDO:0006723,"['CHEBI:135611', 'CHEBI:41872']",MONDO:0006723,1,indications,"['Dequalinium', 'Benzalkonium']",denture stomatitis,mechanistically_synergistic,0.85,False,Both Dequalinium and Benzalkonium are antiseptics used to treat denture stomatitis by targeting microbial infection.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:51209|CHEBI:6538||MONDO:0005324,"['CHEBI:51209', 'CHEBI:6538']",MONDO:0005324,1,indications,"['Loratadine', 'Pseudoephedrine']",Hay fever,mechanistically_synergistic,0.9,False,Loratadine (antihistamine) and pseudoephedrine (decongestant) are commonly combined to treat hay fever symptoms synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15409|CHEBI:3374|CHEBI:36773|CHEBI:88839||UMLS:C0009938,"['CHEBI:15409', 'CHEBI:3374', 'CHEBI:36773', 'CHEBI:88839']",UMLS:C0009938,1,indications,"['Levomenthol', 'Ethyl salicylate', 'camphor', 'Capsaicin']",Contusions,mechanistically_synergistic,0.9,False,All drugs are topical analgesics commonly used together to relieve pain and inflammation in contusions.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:34764|CHEBI:7507||UMLS:C0263233,"['CHEBI:34764', 'CHEBI:7507']",UMLS:C0263233,1,indications,"['Framycetin', 'Flumethasone']",Cradle cap,mechanistically_synergistic,0.9,False,Flumethasone is a corticosteroid reducing inflammation; Framycetin is an antibiotic; combined use targets inflammation and bacterial infection in cradle cap.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:5130|CHEBI:94557||UMLS:C0740418,"['CHEBI:5130', 'CHEBI:94557']",UMLS:C0740418,1,indications,"['Flurbiprofen', 'Thiocolchicoside']",Chronic back pain,mechanistically_synergistic,0.85,False,Flurbiprofen is an NSAID reducing inflammation and pain; Thiocolchicoside is a muscle relaxant; both target symptoms of chronic back pain synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:16336|CHEBI:9328||UMLS:C0042344,"['CHEBI:16336', 'CHEBI:9328']",UMLS:C0042344,1,indications,"['Hyaluronic acid', 'Sulfadiazine']",Varicose Ulcer,mechanistically_synergistic,0.85,False,"Hyaluronic acid promotes wound healing and sulfadiazine prevents infection, both targeting varicose ulcer treatment.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:27373|CHEBI:28262|CHEBI:28304||MONDO:0002471,"['CHEBI:27373', 'CHEBI:28262', 'CHEBI:28304']",MONDO:0002471,1,indications,"['Dexpanthenol', 'Dimethyl sulfoxide', 'Heparin']",bursitis,mechanistically_synergistic,0.85,False,"Dexpanthenol, Dimethyl sulfoxide, and Heparin are used together to treat bursitis by reducing inflammation, promoting healing, and preventing clotting.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:41879|CHEBI:63611||UMLS:C0549436,"['CHEBI:41879', 'CHEBI:63611']",UMLS:C0549436,1,indications,"['Moxifloxacin', 'Dexamethasone']",Operation site inflammation,mechanistically_synergistic,0.9,False,Moxifloxacin is an antibiotic and dexamethasone is an anti-inflammatory steroid; both can be used together to treat operation site inflammation by addressing infection and inflammation.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15409|CHEBI:31832|CHEBI:4917||UMLS:C0080194,"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:4917']",UMLS:C0080194,1,indications,"['Levomenthol', 'Eugenol', 'Methyl salicylate']",Muscle strain,mechanistically_synergistic,0.9,False,"All three drugs (Levomenthol, Eugenol, Methyl salicylate) are topical analgesics commonly used together to relieve muscle strain pain through complementary mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:8093|CHEBI:94559||MONDO:0005961,"['CHEBI:8093', 'CHEBI:94559']",MONDO:0005961,1,indications,"['Phenylephrine', 'Levocetirizine']",sinusitis,mechanistically_synergistic,0.9,False,Phenylephrine is a decongestant and Levocetirizine is an antihistamine; both target symptoms of sinusitis synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:3697|CHEBI:471744||MONDO:0100338,"['CHEBI:3697', 'CHEBI:471744']",MONDO:0100338,1,indications,"['Cilastatin', 'Imipenem']",urinary tract infection,mechanistically_synergistic,0.95,False,"Imipenem is an antibiotic and Cilastatin inhibits renal metabolism of Imipenem, enhancing its efficacy against urinary tract infections.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:17650|CHEBI:247956|CHEBI:4853|CHEBI:7507||MONDO:0000754,"['CHEBI:17650', 'CHEBI:247956', 'CHEBI:4853', 'CHEBI:7507']",MONDO:0000754,1,indications,"['Esculin', 'Cinchocaine', 'Framycetin', 'Hydrocortisone']",anal fistula,mechanistically_synergistic,0.85,False,"Combination includes hydrocortisone (anti-inflammatory), cinchocaine (local anesthetic), framycetin (antibiotic), and esculin (anti-inflammatory), all potentially targeting anal fistula symptoms and infection.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:17833|CHEBI:45924|CHEBI:9332||MONDO:0005683,"['CHEBI:17833', 'CHEBI:45924', 'CHEBI:9332']",MONDO:0005683,1,indications,"['Sulfamethoxazole', 'Trimethoprim', 'Gentamicin']",brucellosis,mechanistically_synergistic,0.95,False,Sulfamethoxazole and Trimethoprim are commonly combined antibiotics targeting bacterial infections like brucellosis; Gentamicin is also an antibiotic used for synergistic bacterial killing.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:31990|CHEBI:46195|CHEBI:8093||MONDO:0005812,"['CHEBI:31990', 'CHEBI:46195', 'CHEBI:8093']",MONDO:0005812,1,indications,"['Pheniramine maleate', 'Phenylephrine', 'Acetaminophen']",influenza,mechanistically_synergistic,0.9,False,"Pheniramine maleate (antihistamine), phenylephrine (decongestant), and acetaminophen (analgesic/antipyretic) are commonly combined to treat influenza symptoms synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:133538|CHEBI:15603|CHEBI:15971|CHEBI:16414|CHEBI:16811|CHEBI:16828|CHEBI:16857|CHEBI:17191|CHEBI:17295||MONDO:0005300,"['CHEBI:133538', 'CHEBI:15603', 'CHEBI:15971', 'CHEBI:16414', 'CHEBI:16811', 'CHEBI:16828', 'CHEBI:16857', 'CHEBI:17191', 'CHEBI:17295']",MONDO:0005300,1,indications,"['Tryptophan', 'Lysine', 'Histidine', 'Isoleucine', 'Valine', 'Racemethionine', 'Leucine', 'Phenylalanine', 'Threonine']",chronic kidney disease,common_comorbidity,0.8,False,"Amino acids are often supplemented in chronic kidney disease due to metabolic imbalances, reflecting common comorbidity management rather than direct mechanistic synergy.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
DRUGBANK:DB10781|DRUGBANK:DB15507|DRUGBANK:DB18750||MONDO:0005812,"['DRUGBANK:DB10781', 'DRUGBANK:DB15507', 'DRUGBANK:DB18750']",MONDO:0005812,1,indications,"['Influenza A Virus A/California/122/2022 SAN-022 (H3N2) antigen (formaldehyde inactivated)', 'Influenza B virus B/Singapore/INFTT-16-0610/2016 antigen (MDCK cell derived, propiolactone inactivated)', 'Influenza A virus A/Christchurch/16/2010 NIB-74 (H1N1) antigen (propiolactone inactivated)']",influenza,mechanistically_synergistic,0.95,False,"All drugs are influenza virus antigens targeting influenza infection, indicating a combined vaccine approach.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:5855|CHEBI:8093||MONDO:0005812,"['CHEBI:5855', 'CHEBI:8093']",MONDO:0005812,1,indications,"['Phenylephrine', 'Ibuprofen']",influenza,mechanistically_synergistic,0.8,False,Phenylephrine is a decongestant and ibuprofen is an anti-inflammatory/analgesic; both address symptoms of influenza.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:32114|CHEBI:46195|CHEBI:52010|CHEBI:8093||MONDO:0005812,"['CHEBI:32114', 'CHEBI:46195', 'CHEBI:52010', 'CHEBI:8093']",MONDO:0005812,1,indications,"['Phenylephrine', 'Acetaminophen', 'Salicylamide', 'chlorphenamine']",influenza,mechanistically_synergistic,0.9,False,"Combination includes decongestant, analgesics, and antihistamine commonly used together to treat influenza symptoms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:22652|CHEBI:46195|CHEBI:52010||MONDO:0005812,"['CHEBI:22652', 'CHEBI:46195', 'CHEBI:52010']",MONDO:0005812,1,indications,"['Acetaminophen', 'chlorphenamine', 'Ascorbic acid']",influenza,mechanistically_synergistic,0.85,False,"Acetaminophen reduces fever and pain, chlorphenamine is an antihistamine reducing allergy symptoms, and ascorbic acid supports immune function; combined they target influenza symptoms and support recovery.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:291342|CHEBI:5855|CHEBI:8093||MONDO:0005812,"['CHEBI:291342', 'CHEBI:5855', 'CHEBI:8093']",MONDO:0005812,1,indications,"['Phenylephrine', 'Ibuprofen', 'Desloratadine']",influenza,mechanistically_synergistic,0.85,False,"Phenylephrine (decongestant), Ibuprofen (anti-inflammatory/analgesic), and Desloratadine (antihistamine) are commonly combined to treat influenza symptoms synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
DRUGBANK:DB15507|DRUGBANK:DB18750|DRUGBANK:DB18750||MONDO:0005812,"['DRUGBANK:DB15507', 'DRUGBANK:DB18750', 'DRUGBANK:DB18750']",MONDO:0005812,1,indications,"['Influenza A Virus A/California/122/2022 SAN-022 (H3N2) antigen (formaldehyde inactivated)', 'Influenza B virus B/Singapore/INFTT-16-0610/2016 antigen (MDCK cell derived, propiolactone inactivated)', 'Influenza A Virus A/California/122/2022 SAN-022 (H3N2) antigen (formaldehyde inactivated)']",influenza,mechanistically_synergistic,0.9,False,"All drugs are influenza virus antigens targeting influenza infection, indicating joint therapeutic intent.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:27470|CHEBI:31607||MONDO:0010621,"['CHEBI:27470', 'CHEBI:31607']",MONDO:0010621,1,indications,"['Ferrous fumarate', 'Folic acid']",CHILD syndrome,mechanistically_synergistic,0.9,False,"Ferrous fumarate and folic acid are often co-administered to address anemia and support metabolic needs in CHILD syndrome, targeting disease-related deficiencies.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:44185|UNII:NU90V55F8I||MONDO:0100345,"['CHEBI:44185', 'UNII:NU90V55F8I']",MONDO:0100345,1,indications,"['Methotrexate', 'Sarilumab']",lactose intolerance,other,0.7,True,Methotrexate and Sarilumab are used for MONDO:0100345 but lactose intolerance is unrelated; no clear mechanistic synergy or side effect relief.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:5778|CHEBI:9927||HP:0002757,"['CHEBI:5778', 'CHEBI:9927']",HP:0002757,1,indications,"['Valsartan', 'Hydrochlorothiazide']",Recurrent fractures,other,0.6,True,Valsartan and Hydrochlorothiazide are antihypertensives; their relation to recurrent fractures is unclear and not mechanistically synergistic.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:27470|UNII:UM5219H89V||MONDO:0000755,"['CHEBI:27470', 'UNII:UM5219H89V']",MONDO:0000755,1,indications,"['teferrol', 'Folic acid']",ectopic pregnancy,other,0.6,True,"Folic acid is a vitamin supplement, teferrol's role in ectopic pregnancy is unclear; no clear mechanistic synergy or side effect relief.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:135930|CHEBI:4784||CHEBI:135930,"['CHEBI:135930', 'CHEBI:4784']",CHEBI:135930,1,indications,"['Lercanidipine', 'Enalapril']",Lercanidipine,mechanistically_synergistic,0.9,False,"Lercanidipine (a calcium channel blocker) and Enalapril (an ACE inhibitor) are commonly combined to treat hypertension, targeting blood pressure via complementary mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:135976|CHEBI:15409|CHEBI:36773||UMLS:C0038045,"['CHEBI:135976', 'CHEBI:15409', 'CHEBI:36773']",UMLS:C0038045,1,indications,"['Menthyl salicylate', 'Levomenthol', 'camphor']",Sprain,mechanistically_synergistic,0.9,False,"All three drugs (menthyl salicylate, levomenthol, camphor) are topical agents commonly combined for symptomatic relief in sprains.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:27594|CHEBI:29385|DRUGBANK:DB10651|UNII:3FYP5M0IJX||CHEBI:31934,"['CHEBI:27594', 'CHEBI:29385', 'DRUGBANK:DB10651', 'UNII:3FYP5M0IJX']",CHEBI:31934,1,indications,"['Graphite', 'Sennosides', 'Rhubarb', 'Octasulfur']",Esomeprazole,other,0.6,True,"Drugs listed (Graphite, Sennosides, Rhubarb, Octasulfur) are not clearly mechanistically linked to Esomeprazole or the indexed disease (CHEBI:31934) without further context.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:47381|CHEBI:94557||UMLS:C1611174,"['CHEBI:47381', 'CHEBI:94557']",UMLS:C1611174,1,indications,"['Thiocolchicoside', 'Diclofenac']",Post-traumatic pain,mechanistically_synergistic,0.9,False,Thiocolchicoside is a muscle relaxant and Diclofenac is an NSAID; both target pain and inflammation in post-traumatic pain.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
DRUGBANK:DB09876|DRUGBANK:DB09877|DRUGBANK:DB10795|DRUGBANK:DB10796|DRUGBANK:DB10797|DRUGBANK:DB11627|UNII:63GD90PP8X|UNII:63GD90PP8X|UNII:63GD90PP8X||MONDO:0005077,"['DRUGBANK:DB09876', 'DRUGBANK:DB09877', 'DRUGBANK:DB10795', 'DRUGBANK:DB10796', 'DRUGBANK:DB10797', 'DRUGBANK:DB11627', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X']",MONDO:0005077,1,indications,"['pertactin', 'Hepatitis B Vaccine (Recombinant)', 'Corynebacterium diphtheriae', 'pertactin', 'pertactin', 'Poliovirus type 1 antigen (formaldehyde inactivated)', 'Poliovirus type 3 antigen (formaldehyde inactivated)', 'Tetanus Toxoid', 'Poliovirus type 2 antigen (formaldehyde inactivated)']",pertussis,other,0.7,True,Combination includes multiple vaccine components targeting pertussis; unclear if drugs act synergistically or as a single vaccine formulation.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:4903|CHEBI:6443||HP:0000132,"['CHEBI:4903', 'CHEBI:6443']",HP:0000132,1,indications,"['Levonorgestrel', 'Ethinylestradiol']",Menorrhagia,mechanistically_synergistic,0.95,False,Levonorgestrel and Ethinylestradiol are combined hormonal contraceptives used together to treat menorrhagia by regulating menstrual bleeding.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
DRUGBANK:DB09876|DRUGBANK:DB09877|DRUGBANK:DB10795|DRUGBANK:DB10796|DRUGBANK:DB10797|UNII:63GD90PP8X|UNII:63GD90PP8X|UNII:63GD90PP8X|UNII:63GD90PP8X||MONDO:0005077,"['DRUGBANK:DB09876', 'DRUGBANK:DB09877', 'DRUGBANK:DB10795', 'DRUGBANK:DB10796', 'DRUGBANK:DB10797', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X']",MONDO:0005077,1,indications,"['pertactin', 'pertactin', 'pertactin', 'Tetanus Toxoid', 'Poliovirus type 2 antigen (formaldehyde inactivated)', 'Poliovirus type 1 antigen (formaldehyde inactivated)', 'pertactin', 'Poliovirus type 3 antigen (formaldehyde inactivated)', 'Corynebacterium diphtheriae']",pertussis,mechanistically_synergistic,0.95,False,"All drugs are components of vaccines targeting pertussis and related pathogens, jointly intended for pertussis prevention.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:27594|CHEBI:81916|DRUGBANK:DB14016||MONDO:0001684,"['CHEBI:27594', 'CHEBI:81916', 'DRUGBANK:DB14016']",MONDO:0001684,1,indications,"['Ox bile extract', 'Pancrelipase', 'Graphite']",exocrine pancreatic insufficiency,mechanistically_synergistic,0.9,True,"Ox bile extract and pancrelipase both aid digestion by supplementing pancreatic enzymes, directly targeting exocrine pancreatic insufficiency; graphite's role is unclear but likely adjunctive.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:46195|CHEBI:52010|CHEBI:64733|CHEBI:8093||UMLS:C0852402,"['CHEBI:46195', 'CHEBI:52010', 'CHEBI:64733', 'CHEBI:8093']",UMLS:C0852402,1,indications,"['Phenylephrine', 'Potassium citrate', 'Acetaminophen', 'chlorphenamine']",Headaches NEC,mechanistically_synergistic,0.85,False,"Phenylephrine (decongestant), acetaminophen (analgesic), and chlorphenamine (antihistamine) are commonly combined to treat headache symptoms, indicating synergistic therapeutic intent.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:27470|UNII:UM5219H89V||UMLS:C0240066,"['CHEBI:27470', 'UNII:UM5219H89V']",UMLS:C0240066,1,indications,"['teferrol', 'Folic acid']",Iron deficiency,mechanistically_synergistic,0.9,False,Teferrol and folic acid both address iron deficiency by improving iron status and supporting hematopoiesis.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:2666|CHEBI:8028||MONDO:0005618,"['CHEBI:2666', 'CHEBI:8028']",MONDO:0005618,1,indications,"['Amitriptyline', 'Perphenazine']",anxiety disorder,mechanistically_synergistic,0.8,True,Perphenazine (antipsychotic) and amitriptyline (tricyclic antidepressant) can be used together to treat anxiety disorders by targeting different neurotransmitter systems.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:28674|CHEBI:31415||MONDO:0005642,"['CHEBI:28674', 'CHEBI:31415']",MONDO:0005642,1,indications,"['clobetasone butyrate', 'Tetryzoline']",atopic conjunctivitis,mechanistically_synergistic,0.85,False,"Clobetasone butyrate is a corticosteroid reducing inflammation; Tetryzoline is a decongestant reducing redness and swelling in atopic conjunctivitis, jointly targeting symptoms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:28669|CHEBI:74460|CHEBI:7507||UMLS:C0043241,"['CHEBI:28669', 'CHEBI:74460', 'CHEBI:7507']",UMLS:C0043241,1,indications,"['Bacitracin', 'Clioquinol', 'Framycetin']",Wound Infection,mechanistically_synergistic,0.9,False,"All three drugs are topical antibiotics used to treat wound infections, indicating joint targeting of the disease.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15409|CHEBI:18145|CHEBI:46936|CHEBI:86541||HP:0003419,"['CHEBI:15409', 'CHEBI:18145', 'CHEBI:46936', 'CHEBI:86541']",HP:0003419,1,indications,"['Levomenthol', 'Glycol salicylate', 'Vitamin E', 'Nonivamide']",Low back pain,mechanistically_synergistic,0.85,False,All drugs are topical agents commonly used together to relieve low back pain symptoms through analgesic and anti-inflammatory effects.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:2676|CHEBI:45367|CHEBI:50275||MONDO:0005113,"['CHEBI:2676', 'CHEBI:45367', 'CHEBI:50275']",MONDO:0005113,1,indications,"['Amoxicillin', 'Esomeprazole', 'Rifabutin']",bacterial infectious disease,mechanistically_synergistic,0.9,False,Amoxicillin and Rifabutin are antibiotics targeting bacterial infection; Esomeprazole reduces stomach acid to enhance antibiotic efficacy.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:63637|CHEBI:90851|UNII:52CMI0WC3Y||MONDO:0005012,"['CHEBI:63637', 'CHEBI:90851', 'UNII:52CMI0WC3Y']",MONDO:0005012,1,indications,"['Atezolizumab', 'Vemurafenib', 'Cobimetinib']",skin melanoma,mechanistically_synergistic,0.95,False,Atezolizumab (immunotherapy) combined with Vemurafenib and Cobimetinib (targeted therapies) are used together to treat skin melanoma by targeting different pathways.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:534|UNII:3FYP5M0IJX||MONDO:0002203,"['CHEBI:534', 'UNII:3FYP5M0IJX']",MONDO:0002203,1,indications,"['Docusate', 'Sennosides']",Constipation,mechanistically_synergistic,0.9,False,Both Docusate and Sennosides are laxatives used together to treat constipation by complementary mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:2666|CHEBI:8028||UMLS:C0588007,"['CHEBI:2666', 'CHEBI:8028']",UMLS:C0588007,1,indications,"['Amitriptyline', 'Perphenazine']",Moderate depression,mechanistically_synergistic,0.9,False,"Amitriptyline (antidepressant) and Perphenazine (antipsychotic) are often combined to treat moderate depression, targeting symptoms synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:3219|CHEBI:4470||MONDO:0002009,"['CHEBI:3219', 'CHEBI:4470']",MONDO:0002009,1,indications,"['Dextromethorphan', 'Bupropion']",major depressive disorder,mechanistically_synergistic,0.9,False,Dextromethorphan and Bupropion are combined in treatment of major depressive disorder with synergistic mechanisms affecting neurotransmitter systems.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:28077|CHEBI:6030||MONDO:0040753,"['CHEBI:28077', 'CHEBI:6030']",MONDO:0040753,1,indications,"['Rifampin', 'Isoniazid']",latent tuberculosis infection,mechanistically_synergistic,0.95,False,Rifampin and Isoniazid are commonly co-administered to treat latent tuberculosis infection by targeting Mycobacterium tuberculosis through complementary mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:5551|CHEBI:8093||HP:0001742,"['CHEBI:5551', 'CHEBI:8093']",HP:0001742,1,indications,"['Guaifenesin', 'Phenylephrine']",Nasal congestion,mechanistically_synergistic,0.9,False,Guaifenesin is an expectorant and Phenylephrine is a decongestant; both target nasal congestion symptoms synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:8093|CHEBI:94559||MONDO:0005324,"['CHEBI:8093', 'CHEBI:94559']",MONDO:0005324,1,indications,"['Phenylephrine', 'Levocetirizine']",Hay fever,mechanistically_synergistic,0.9,False,Phenylephrine is a decongestant and Levocetirizine is an antihistamine; both target symptoms of hay fever.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:3510|CHEBI:48947||MONDO:0005961,"['CHEBI:3510', 'CHEBI:48947']",MONDO:0005961,1,indications,"['Ceftibuten', 'Clavulanic acid']",sinusitis,mechanistically_synergistic,0.95,False,Ceftibuten is a cephalosporin antibiotic and clavulanic acid is a beta-lactamase inhibitor; combined they target bacterial infections causing sinusitis.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:39867|CHEBI:8707||MONDO:0004985,"['CHEBI:39867', 'CHEBI:8707']",MONDO:0004985,1,indications,"['Quetiapine', 'Valproic acid']",bipolar disorder,mechanistically_synergistic,0.9,False,Quetiapine and Valproic acid are both used to treat bipolar disorder with complementary mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:15365|CHEBI:22652||UMLS:C0751371,"['CHEBI:15365', 'CHEBI:22652']",UMLS:C0751371,1,indications,"['Aspirin', 'Ascorbic acid']","Neuralgia, Ilioinguinal",other,0.6,True,"Aspirin is used for pain relief in neuralgia; ascorbic acid (vitamin C) is not directly related to neuralgia treatment, likely a supplement.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:17015|CHEBI:18385||HP:0100503,"['CHEBI:17015', 'CHEBI:18385']",HP:0100503,1,indications,"['Riboflavin', 'Thiamine']",Decreased circulating vitamin B1 concentration,mechanistically_synergistic,0.9,False,"Both Riboflavin and Thiamine are B vitamins relevant to vitamin B1 deficiency, jointly addressing the disease mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:32139|CHEBI:50275||UMLS:C0267055,"['CHEBI:32139', 'CHEBI:50275']",UMLS:C0267055,1,indications,"['Esomeprazole', 'Sodium bicarbonate']",Erosive esophagitis,side_effect_relief,0.9,False,Esomeprazole reduces acid production treating erosive esophagitis; sodium bicarbonate neutralizes stomach acid providing symptomatic relief.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:16794|CHEBI:46195||HP:0100607,"['CHEBI:16794', 'CHEBI:46195']",HP:0100607,1,indications,"['Acetaminophen', 'Scopolamine']",Dysmenorrhea,mechanistically_synergistic,0.8,False,"Acetaminophen is an analgesic and antipyretic used to relieve pain in dysmenorrhea; scopolamine is an anticholinergic that can reduce smooth muscle spasms, potentially enhancing pain relief.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:3614|CHEBI:94563||MONDO:0001039,"['CHEBI:3614', 'CHEBI:94563']",MONDO:0001039,1,indications,"['Chlorhexidine', 'Benzydamine']",tonsillitis,mechanistically_synergistic,0.85,False,"Both Chlorhexidine and Benzydamine are used to treat tonsillitis symptoms; Chlorhexidine as antiseptic and Benzydamine as anti-inflammatory/analgesic, jointly targeting the disease.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:6784|CHEBI:7627||HP:0100607,"['CHEBI:6784', 'CHEBI:7627']",HP:0100607,1,indications,"['Mestranol', 'Norethisterone']",Dysmenorrhea,mechanistically_synergistic,0.9,False,Both Mestranol and Norethisterone are hormonal drugs used together to treat dysmenorrhea by regulating menstrual cycle and reducing pain.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:4470|CHEBI:51209|CHEBI:5551||HP:0001742,"['CHEBI:4470', 'CHEBI:51209', 'CHEBI:5551']",HP:0001742,1,indications,"['Guaifenesin', 'Pseudoephedrine', 'Dextromethorphan']",Nasal congestion,mechanistically_synergistic,0.9,False,"Dextromethorphan (cough suppressant), Pseudoephedrine (decongestant), and Guaifenesin (expectorant) are commonly combined to relieve symptoms of nasal congestion and related upper respiratory issues.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:132233|CHEBI:4469||MONDO:0005302,"['CHEBI:132233', 'CHEBI:4469']",MONDO:0005302,1,indications,"['dexamfetamine', 'Amphetamine']","attention deficit hyperactivity disorder, inattentive type",mechanistically_synergistic,0.95,False,Both amphetamine and dexamfetamine are stimulant drugs used to treat ADHD by targeting similar neurochemical pathways.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:27470|CHEBI:75832||UMLS:C0240066,"['CHEBI:27470', 'CHEBI:75832']",UMLS:C0240066,1,indications,"['Folic acid', 'ferrous sulfate']",Iron deficiency,mechanistically_synergistic,0.95,False,Ferrous sulfate and folic acid are both used to treat iron deficiency by addressing iron levels and supporting red blood cell production.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:102524|CHEBI:46195||HP:0012228,"['CHEBI:102524', 'CHEBI:46195']",HP:0012228,1,indications,"['Butalbital', 'Acetaminophen']",Tension-type headache,mechanistically_synergistic,0.9,False,Butalbital (a barbiturate) and acetaminophen (an analgesic) are combined to treat tension-type headache by targeting pain and muscle relaxation.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
CHEBI:134753|CHEBI:28939||MONDO:0004514,"['CHEBI:134753', 'CHEBI:28939']",MONDO:0004514,1,indications,"['Acetylcysteine', 'Tuaminoheptane']",chronic rhinitis,mechanistically_synergistic,0.8,False,"Acetylcysteine acts as a mucolytic and antioxidant, while Tuaminoheptane is a nasal decongestant; both target symptoms of chronic rhinitis.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00
