example_key,drug_set,condition_id_norm,mechanism_category,mechanism_confidence,needs_human_review,rationale_short,llm_model,prompt_version,classified_at_utc,from_cache
CHEBI:64021|CHEBI:9927||MONDO:0005044,"['CHEBI:64021', 'CHEBI:9927']",MONDO:0005044,mechanistically_synergistic,0.9,False,Dexnebivolol (beta-blocker) and Valsartan (ARB) both target hypertension via complementary mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
DRUGBANK:DB00028|PUBCHEM.COMPOUND:91820602||HP:0005363,"['DRUGBANK:DB00028', 'PUBCHEM.COMPOUND:91820602']",HP:0005363,mechanistically_synergistic,0.9,False,"Human immunoglobulin G treats humoral immunodeficiency; hyaluronidase enhances its tissue penetration, jointly targeting the disease.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28527|CHEBI:9765|DRUGBANK:DB13281||MONDO:0018078,"['CHEBI:28527', 'CHEBI:9765', 'DRUGBANK:DB13281']",MONDO:0018078,other,0.6,True,Trypsin and bromelains are proteolytic enzymes with potential anti-inflammatory effects; rutin is a flavonoid with antioxidant properties. Their combined use in soft tissue sarcoma is not clearly mechanistically synergistic or for side effect relief; likely experimental or adjunctive.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:135523|CHEBI:15354||UMLS:C0851439,"['CHEBI:135523', 'CHEBI:15354']",UMLS:C0851439,other,0.6,True,"Cetalkonium is an antiseptic, Choline is a nutrient; no clear mechanistic synergy or side effect relief for unspecified infections.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:26710|CHEBI:30742|CHEBI:30769|CHEBI:30769|CHEBI:32588||MONDO:0002203,"['CHEBI:26710', 'CHEBI:30742', 'CHEBI:30769', 'CHEBI:30769', 'CHEBI:32588']",MONDO:0002203,mechanistically_synergistic,0.9,False,Combination includes macrogol (a laxative) with electrolytes and citric acid to treat constipation synergistically by softening stool and restoring electrolyte balance.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:2676|CHEBI:48947||UMLS:C5577613,"['CHEBI:2676', 'CHEBI:48947']",UMLS:C5577613,mechanistically_synergistic,0.95,False,"Amoxicillin and clavulanic acid are combined to treat infections by overcoming beta-lactamase resistance, directly targeting the disease mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:114786|CHEBI:131527|CHEBI:17234|CHEBI:26710|CHEBI:32588|CHEBI:32954||MONDO:0000440,"['CHEBI:114786', 'CHEBI:131527', 'CHEBI:17234', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954']",MONDO:0000440,mechanistically_synergistic,0.9,False,The drugs are electrolytes and buffers commonly used together to correct metabolic acidosis by restoring acid-base balance.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:27373|CHEBI:3614||UMLS:C0332803,"['CHEBI:27373', 'CHEBI:3614']",UMLS:C0332803,side_effect_relief,0.9,False,"Chlorhexidine is an antiseptic for wound infection prevention; Dexpanthenol promotes wound healing and skin repair, supporting treatment and reducing side effects.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:2668|CHEBI:31932|CHEBI:5778||MONDO:0005044,"['CHEBI:2668', 'CHEBI:31932', 'CHEBI:5778']",MONDO:0005044,mechanistically_synergistic,0.95,False,"Olmesartan, Hydrochlorothiazide, and Amlodipine are commonly combined antihypertensive drugs targeting blood pressure control via complementary mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31536|CHEBI:90923||UniProtKB:A0A8D1B937,"['CHEBI:31536', 'CHEBI:90923']",UniProtKB:A0A8D1B937,mechanistically_synergistic,0.9,False,"Emtricitabine and tenofovir alafenamide fumarate are both antiretroviral drugs used together to treat HIV, targeting the same disease mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:18248|CHEBI:18248||UMLS:C0240066,"['CHEBI:18248', 'CHEBI:18248']",UMLS:C0240066,other,0.9,False,Same drug repeated; no combination mechanism or comorbidity implied.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3508|CHEBI:6909|CHEBI:85982||MONDO:0018944,"['CHEBI:3508', 'CHEBI:6909', 'CHEBI:85982']",MONDO:0018944,other,0.7,True,"Metronidazole, ceftazidime, and avibactam sodium are antibiotics; gestational trophoblastic neoplasm is a tumor, not primarily treated with these antibiotics; unclear mechanistic synergy or side effect relief.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:28971|CHEBI:9321||UMLS:C0005660,"['CHEBI:28971', 'CHEBI:9321']",UMLS:C0005660,mechanistically_synergistic,0.95,False,Sulbactam is a beta-lactamase inhibitor combined with ampicillin to enhance antibacterial efficacy against infections like human bites.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:25681|CHEBI:50690||MONDO:0011374,"['CHEBI:25681', 'CHEBI:50690']",MONDO:0011374,mechanistically_synergistic,0.9,False,Atorvastatin and Omega-3 fatty acids both target lipid levels to treat familial hypercholesterolemia.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
DRUGBANK:DB09876|DRUGBANK:DB09877|DRUGBANK:DB10795|DRUGBANK:DB10796|DRUGBANK:DB10797|DRUGBANK:DB11627|DRUGBANK:DB15876|UNII:63GD90PP8X|UNII:63GD90PP8X|UNII:63GD90PP8X||MONDO:0005077,"['DRUGBANK:DB09876', 'DRUGBANK:DB09877', 'DRUGBANK:DB10795', 'DRUGBANK:DB10796', 'DRUGBANK:DB10797', 'DRUGBANK:DB11627', 'DRUGBANK:DB15876', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X']",MONDO:0005077,mechanistically_synergistic,0.95,False,"The drugs are components of a combined vaccine targeting pertussis and related pathogens, jointly intended to prevent pertussis.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3219|CHEBI:7465||MONDO:0011122,"['CHEBI:3219', 'CHEBI:7465']",MONDO:0011122,mechanistically_synergistic,0.95,False,Naltrexone and Bupropion are combined to treat obesity by targeting appetite and reward pathways synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:18420|CHEBI:27300|CHEBI:3311||MONDO:0001068,"['CHEBI:18420', 'CHEBI:27300', 'CHEBI:3311']",MONDO:0001068,mechanistically_synergistic,0.95,False,"Cholecalciferol (vitamin D), calcium carbonate, and magnesium are commonly used together to treat osteomalacia by addressing vitamin D deficiency and mineral supplementation.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:5778|CHEBI:8499||MONDO:0005044,"['CHEBI:5778', 'CHEBI:8499']",MONDO:0005044,mechanistically_synergistic,0.9,False,Hydrochlorothiazide and Propranolol are commonly co-prescribed to treat hypertension via complementary mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:172943|CHEBI:31536|CHEBI:90923||UMLS:C0877599,"['CHEBI:172943', 'CHEBI:31536', 'CHEBI:90923']",UMLS:C0877599,mechanistically_synergistic,0.95,False,All three drugs are antiretrovirals used together to suppress HIV viral load effectively.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
UNII:FJZ07Q63VY|UNII:KOP95331M4|UNII:UY9LQ8P6HW||MONDO:0005737,"['UNII:FJZ07Q63VY', 'UNII:KOP95331M4', 'UNII:UY9LQ8P6HW']",MONDO:0005737,mechanistically_synergistic,0.95,False,"Atoltivimab, Maftivimab, and Odesivimab are monoclonal antibodies used together to treat Ebola virus infection, targeting the disease mechanism synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:85994|UNII:DPT0O3T46P||NCIT:C137827,"['CHEBI:85994', 'UNII:DPT0O3T46P']",NCIT:C137827,mechanistically_synergistic,0.9,False,"Lenvatinib and Pembrolizumab are used together to target cancer mechanisms, including mismatch repair deficiency, enhancing therapeutic effect.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:45924|CHEBI:9332||MONDO:0005441,"['CHEBI:45924', 'CHEBI:9332']",MONDO:0005441,mechanistically_synergistic,0.95,False,Sulfamethoxazole and Trimethoprim are commonly combined as co-trimoxazole to synergistically treat bacterial infections including otitis media.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:5778|CHEBI:9927||CHEBI:165446,"['CHEBI:5778', 'CHEBI:9927']",CHEBI:165446,other,0.6,True,"Valsartan and Hydrochlorothiazide are combined for hypertension, not related to Psyllic acid; unclear mechanism for indexed disease.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
DRUGBANK:DB15478|DRUGBANK:DB15815||MONDO:0002203,"['DRUGBANK:DB15478', 'DRUGBANK:DB15815']",MONDO:0002203,mechanistically_synergistic,0.9,False,"Both drugs are herbal laxatives used to treat constipation, indicating joint therapeutic effect.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3077|CHEBI:59477||MONDO:0002406,"['CHEBI:3077', 'CHEBI:59477']",MONDO:0002406,mechanistically_synergistic,0.9,False,Chloroxine is an antimicrobial and Betamethasone is a corticosteroid; both are used together to treat dermatitis by addressing infection and inflammation.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:9620|CHEBI:9661||MONDO:0004678,"['CHEBI:9620', 'CHEBI:9661']",MONDO:0004678,mechanistically_synergistic,0.85,False,"Tolnaftate is an antifungal used to treat dermatophytosis; Triacetin is often used as a solvent or vehicle in topical formulations, supporting drug delivery.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:178199|UNII:6A901E312A||CHEBI:5971,"['CHEBI:178199', 'UNII:6A901E312A']",CHEBI:5971,other,0.6,True,Panitumumab and Sotorasib target different mechanisms; no clear synergistic or side-effect relief relation for irinotecan hydrochloride condition.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17115|CHEBI:75832||UMLS:C0240066,"['CHEBI:17115', 'CHEBI:75832']",UMLS:C0240066,mechanistically_synergistic,0.9,False,"Ferrous sulfate treats iron deficiency; serine may support iron metabolism, jointly addressing iron deficiency.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17234|CHEBI:28177||MONDO:0001358,"['CHEBI:17234', 'CHEBI:28177']",MONDO:0001358,mechanistically_synergistic,0.8,True,"Theophylline is a bronchodilator used to treat bronchospasm; D-glucose may support energy metabolism but is not a direct treatment, suggesting partial synergy.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
DRUGBANK:DB09876|DRUGBANK:DB09877|DRUGBANK:DB10795|DRUGBANK:DB10796|DRUGBANK:DB10797|UNII:63GD90PP8X|UNII:63GD90PP8X|UNII:63GD90PP8X||MONDO:0005077,"['DRUGBANK:DB09876', 'DRUGBANK:DB09877', 'DRUGBANK:DB10795', 'DRUGBANK:DB10796', 'DRUGBANK:DB10797', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X', 'UNII:63GD90PP8X']",MONDO:0005077,mechanistically_synergistic,0.95,False,"All drugs are components of a combined vaccine targeting pertussis and related pathogens, jointly addressing the disease mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:2668|CHEBI:38545||UMLS:C0522060,"['CHEBI:2668', 'CHEBI:38545']",UMLS:C0522060,common_comorbidity,0.85,False,"Amlodipine (antihypertensive) and Rosuvastatin (lipid-lowering) are often co-prescribed due to cardiovascular comorbidities, not directly for inadequate food diet.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:12777|CHEBI:16709|CHEBI:18145||UMLS:C0852222,"['CHEBI:12777', 'CHEBI:16709', 'CHEBI:18145']",UMLS:C0852222,mechanistically_synergistic,0.9,False,"All drugs are vitamins used to treat vitamin deficiencies, targeting the same condition.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:6504|CHEBI:70735||MONDO:0024613,"['CHEBI:6504', 'CHEBI:70735']",MONDO:0024613,mechanistically_synergistic,0.9,False,"Lurasidone and Lithium carbonate are both used to treat bipolar depression, often in combination to enhance therapeutic effect.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:134719|CHEBI:6909|CHEBI:9421||MONDO:0002337,"['CHEBI:134719', 'CHEBI:6909', 'CHEBI:9421']",MONDO:0002337,other,0.6,True,Ceftolozane and Tazobactam are combined antibiotics; Metronidazole adds anaerobic coverage; unclear if this combination targets intra-abdominal hemangioma specifically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:27373|CHEBI:28262|CHEBI:28304||UMLS:C0009938,"['CHEBI:27373', 'CHEBI:28262', 'CHEBI:28304']",UMLS:C0009938,mechanistically_synergistic,0.85,False,"Dexpanthenol, Dimethyl sulfoxide, and Heparin are used together to treat contusions by promoting healing, reducing inflammation, and preventing clotting.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16709|CHEBI:17439|CHEBI:18385|CHEBI:46195||UMLS:C0852402,"['CHEBI:16709', 'CHEBI:17439', 'CHEBI:18385', 'CHEBI:46195']",UMLS:C0852402,common_comorbidity,0.85,False,"Pyridoxine, Cyanocobalamin, and Thiamine are vitamins often used for nutritional support; Acetaminophen is a common analgesic for headaches; combination likely reflects treatment of headache symptoms and nutritional deficiencies rather than synergistic mechanism.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:2524|CHEBI:53778||HP:0000505,"['CHEBI:2524', 'CHEBI:53778']",HP:0000505,other,0.6,True,Almitrine and Raubasine have different mechanisms; no clear synergistic or side-effect relief relation for impaired vision.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:27300|CHEBI:3311|UNII:472LWJ3Y9N||HP:0000938,"['CHEBI:27300', 'CHEBI:3311', 'UNII:472LWJ3Y9N']",HP:0000938,mechanistically_synergistic,0.95,False,All drugs are calcium or vitamin D supplements used together to treat osteopenia by improving bone density.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:41879|CHEBI:7507|CHEBI:8310||UMLS:C0015404,"['CHEBI:41879', 'CHEBI:7507', 'CHEBI:8310']",UMLS:C0015404,mechanistically_synergistic,0.9,False,"Dexamethasone is an anti-inflammatory steroid, while Framycetin and Polymyxin B are antibiotics; combined use targets bacterial eye infections by reducing inflammation and killing bacteria.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:45924|CHEBI:9332||MONDO:0005662,"['CHEBI:45924', 'CHEBI:9332']",MONDO:0005662,mechanistically_synergistic,0.95,False,"Trimethoprim and Sulfamethoxazole are combined as co-trimoxazole to synergistically treat infections, including balantidiasis.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
DRUGBANK:DB11621|DRUGBANK:DB13968||UMLS:C1963897,"['DRUGBANK:DB11621', 'DRUGBANK:DB13968']",UMLS:C1963897,common_comorbidity,0.8,False,Both drugs are immune globulins used for different indications; their combination likely reflects co-occurring conditions in low birth weight babies rather than synergistic mechanism.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:34764|CHEBI:74460||DRUGBANK:DB10426,"['CHEBI:34764', 'CHEBI:74460']",DRUGBANK:DB10426,mechanistically_synergistic,0.85,False,"Both Flumethasone (a corticosteroid) and Clioquinol (an antifungal) can be used together to treat fungal infections like Aspergillus niger, targeting inflammation and fungal growth respectively.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16709|CHEBI:3994||MONDO:0002317,"['CHEBI:16709', 'CHEBI:3994']",MONDO:0002317,side_effect_relief,0.85,False,Cyclizine treats dizziness often caused by motion sickness; Pyridoxine (vitamin B6) can reduce side effects like nausea or support neurological health.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16914|DRUGBANK:DB10651||UMLS:C0240382,"['CHEBI:16914', 'DRUGBANK:DB10651']",UMLS:C0240382,other,0.6,True,Rhubarb and Salicylic acid are not clearly mechanistically synergistic or used together specifically for mouth swelling; could be for different reasons.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16469|CHEBI:50815||MONDO:0001410,"['CHEBI:16469', 'CHEBI:50815']",MONDO:0001410,mechanistically_synergistic,0.9,False,Norgestimate and estradiol are combined to treat postmenopausal atrophic vaginitis by addressing hormonal deficiency synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:18248|CHEBI:27363||UMLS:C0240066,"['CHEBI:18248', 'CHEBI:27363']",UMLS:C0240066,common_comorbidity,0.9,False,Zinc and iron are often co-supplemented due to common nutritional deficiencies rather than synergistic mechanisms for iron deficiency.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16469|CHEBI:7627|UNII:P76B05O5V6||HP:0000132,"['CHEBI:16469', 'CHEBI:7627', 'UNII:P76B05O5V6']",HP:0000132,mechanistically_synergistic,0.9,False,"Norethisterone and Estradiol are hormones used to regulate menstrual bleeding; Relugolix is a GnRH antagonist reducing hormone levels, all targeting menorrhagia mechanisms.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:34764|CHEBI:7507||UMLS:C1720798,"['CHEBI:34764', 'CHEBI:7507']",UMLS:C1720798,mechanistically_synergistic,0.9,False,Framycetin is an antibiotic and Flumethasone is a corticosteroid; combined they treat inflammation and infection in Radiation-Recall Dermatitis.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16709|CHEBI:51380||HP:0002018,"['CHEBI:16709', 'CHEBI:51380']",HP:0002018,mechanistically_synergistic,0.9,False,"Doxylamine and pyridoxine are commonly combined to treat nausea, especially in pregnancy, targeting the symptom synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:168396|CHEBI:4031||UMLS:C0238217,"['CHEBI:168396', 'CHEBI:4031']",UMLS:C0238217,mechanistically_synergistic,0.95,False,Both drugs are immunosuppressants used together to prevent renal transplant rejection by targeting immune response.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:135976|CHEBI:15409||UMLS:C0038045,"['CHEBI:135976', 'CHEBI:15409']",UMLS:C0038045,mechanistically_synergistic,0.85,False,Both drugs are topical analgesics commonly used together to relieve pain and inflammation in sprains.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16914|CHEBI:34764||UMLS:C5441647,"['CHEBI:16914', 'CHEBI:34764']",UMLS:C5441647,mechanistically_synergistic,0.8,False,Salicylic acid and flumethasone both have anti-inflammatory effects relevant to treating lichen planopilaris.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:49040|CHEBI:5001||MONDO:0001336,"['CHEBI:49040', 'CHEBI:5001']",MONDO:0001336,mechanistically_synergistic,0.95,False,Ezetimibe and Fenofibrate both target lipid metabolism to treat familial hyperlipidemia synergistically.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:6129|CHEBI:63611||UMLS:C0392618,"['CHEBI:6129', 'CHEBI:63611']",UMLS:C0392618,mechanistically_synergistic,0.85,False,"Moxifloxacin is an antibiotic treating infection; Ketorolac is an NSAID reducing inflammation and pain post-surgery, both addressing postoperative infection consequences.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:47426|CHEBI:9671||HP:0000969,"['CHEBI:47426', 'CHEBI:9671']",HP:0000969,mechanistically_synergistic,0.95,False,Furosemide and Triamterene are diuretics often combined to treat edema by synergistically promoting fluid removal while minimizing potassium loss.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:2668|CHEBI:9434||MONDO:0005468,"['CHEBI:2668', 'CHEBI:9434']",MONDO:0005468,mechanistically_synergistic,0.9,False,Telmisartan and Amlodipine are commonly combined antihypertensive drugs targeting blood pressure reduction.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16684|CHEBI:251408||HP:0002791,"['CHEBI:16684', 'CHEBI:251408']",HP:0002791,mechanistically_synergistic,0.9,False,"Edrophonium increases acetylcholine to stimulate respiration; atropine counteracts muscarinic side effects, jointly addressing hypoventilation.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16914|CHEBI:3682||MONDO:0004785,"['CHEBI:16914', 'CHEBI:3682']",MONDO:0004785,other,0.6,True,Dantron is a laxative and salicylic acid is a keratolytic; no clear mechanistic synergy or side effect relief for blepharitis.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:32035|CHEBI:6650||MONDO:0006022,"['CHEBI:32035', 'CHEBI:6650']",MONDO:0006022,mechanistically_synergistic,0.9,False,"Malic acid and potassium hydroxide both influence acid-base balance, jointly targeting acidosis.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17439|UNII:808T94CEU6||UMLS:C0009940,"['CHEBI:17439', 'UNII:808T94CEU6']",UMLS:C0009940,other,0.6,True,Cyanocobalamin (vitamin B12) and Arginine PCA are used in convalescence but do not have a clear mechanistic synergy or side effect relief relationship; likely supportive but not directly mechanistically synergistic.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:16382|CHEBI:3614|CHEBI:8346||HP:0007957,"['CHEBI:16382', 'CHEBI:3614', 'CHEBI:8346']",HP:0007957,other,0.6,True,"Iodide and Potassium Iodide may be related to thyroid or iodine metabolism, Chlorhexidine is an antiseptic; no clear mechanistic synergy or common comorbidity with corneal opacity.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:135538|CHEBI:22652|CHEBI:46195||NCIT:C78640,"['CHEBI:135538', 'CHEBI:22652', 'CHEBI:46195']",NCIT:C78640,mechanistically_synergistic,0.9,False,All three drugs are analgesics or pain relievers commonly used together to treat toothache pain.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:190513|CHEBI:27300|CHEBI:27470||MONDO:0000755,"['CHEBI:190513', 'CHEBI:27300', 'CHEBI:27470']",MONDO:0000755,other,0.6,True,"Calcium citrate, folic acid, and cholecalciferol are supplements not specifically targeting ectopic pregnancy mechanisms; likely supportive or unrelated.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:44445|CHEBI:94557||UMLS:C1611174,"['CHEBI:44445', 'CHEBI:94557']",UMLS:C1611174,mechanistically_synergistic,0.85,False,Thiocolchicoside is a muscle relaxant and Nimesulide is an NSAID; both target pain and inflammation in post-traumatic pain.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:41879|CHEBI:72690|UNII:R30772KCU0||CHEBI:63791,"['CHEBI:41879', 'CHEBI:72690', 'UNII:R30772KCU0']",CHEBI:63791,mechanistically_synergistic,0.9,False,"Pomalidomide, Dexamethasone, and Isatuximab are commonly combined to treat multiple myeloma, targeting disease mechanisms synergistically.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:27470|UNII:UM5219H89V||UMLS:C1623040,"['CHEBI:27470', 'UNII:UM5219H89V']",UMLS:C1623040,other,0.6,True,"Folic acid is commonly used during breastfeeding for nutritional support; teferrol's role is unclear, and breastfeeding is not a disease but a condition.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:83766|UNII:2S9ZZM9Q9V||UMLS:C0863127,"['CHEBI:83766', 'UNII:2S9ZZM9Q9V']",UMLS:C0863127,mechanistically_synergistic,0.9,False,Olaparib and Bevacizumab are combined to enhance therapeutic effect in chemotherapy-related leukemia by targeting cancer pathways.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:18314|CHEBI:3077|UNII:877376V2XW||MONDO:0007019,"['CHEBI:18314', 'CHEBI:3077', 'UNII:877376V2XW']",MONDO:0007019,other,0.6,True,Betamethasone is a corticosteroid used for inflammation in vulvovaginitis; Norvaline and Tyrothricin roles are unclear or unrelated to direct treatment synergy.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:3614|CHEBI:94563||UMLS:C0011389,"['CHEBI:3614', 'CHEBI:94563']",UMLS:C0011389,mechanistically_synergistic,0.9,False,"Both Chlorhexidine and Benzydamine are used to treat dental plaque through antimicrobial and anti-inflammatory effects, targeting the same condition.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
DRUGBANK:DB15483|DRUGBANK:DB15595||MONDO:0005737,"['DRUGBANK:DB15483', 'DRUGBANK:DB15595']",MONDO:0005737,mechanistically_synergistic,0.9,False,"Both drugs are vaccines targeting Ebola hemorrhagic fever, intended to induce immunity against the disease.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:17754|CHEBI:26710|CHEBI:28757||MONDO:0006684,"['CHEBI:17754', 'CHEBI:26710', 'CHEBI:28757']",MONDO:0006684,mechanistically_synergistic,0.8,False,Glycerin and sodium chloride are osmotic agents used to reduce brain edema; fructose may support osmotic effects.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:18067|CHEBI:28865||MONDO:0009211,"['CHEBI:18067', 'CHEBI:28865']",MONDO:0009211,mechanistically_synergistic,0.8,False,"Phylloquinone (vitamin K1) is used to treat congenital factor VII deficiency by promoting clotting factor synthesis; taurocholic acid aids bile acid function which may improve vitamin K absorption, supporting treatment.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:46195|CHEBI:7789||UMLS:C0038045,"['CHEBI:46195', 'CHEBI:7789']",UMLS:C0038045,mechanistically_synergistic,0.9,False,Acetaminophen is an analgesic and Orphenadrine is a muscle relaxant; both are used together to treat pain and muscle spasms in sprains.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
PUBCHEM.COMPOUND:91820602|UNII:4Z63YK6E0E||MONDO:0005272,"['PUBCHEM.COMPOUND:91820602', 'UNII:4Z63YK6E0E']",MONDO:0005272,mechanistically_synergistic,0.9,False,"Daratumumab is an anti-cancer drug; hyaluronidase is used to enhance delivery of co-administered drugs, supporting treatment of the disease.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:585948|CHEBI:8774||UniProtKB:A0A8D1N440,"['CHEBI:585948', 'CHEBI:8774']",UniProtKB:A0A8D1N440,common_comorbidity,0.8,True,"Felodipine and Ramipril are antihypertensive drugs often co-prescribed for cardiovascular conditions, not directly targeting the protein related to failed axon connections.",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:27373|CHEBI:3614||MONDO:0011996,"['CHEBI:27373', 'CHEBI:3614']",MONDO:0011996,other,0.7,True,Chlorhexidine is an antiseptic and Dexpanthenol is a skin protectant; neither directly targets chronic myelogenous leukemia mechanisms.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:2668|CHEBI:50690||MONDO:0002928,"['CHEBI:2668', 'CHEBI:50690']",MONDO:0002928,other,0.6,True,Atorvastatin and amlodipine are primarily used for cardiovascular conditions; no clear mechanistic synergy or side effect relief for carcinosarcoma.,gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
CHEBI:31355|CHEBI:45863|UNII:52CMI0WC3Y||UMLS:C5395609,"['CHEBI:31355', 'CHEBI:45863', 'UNII:52CMI0WC3Y']",UMLS:C5395609,mechanistically_synergistic,0.9,False,"Atezolizumab (immunotherapy) combined with Carboplatin and Paclitaxel (chemotherapy) is a known synergistic regimen for treating certain cancers, including lung cancer (UMLS:C5395609).",gpt-4.1-mini,v1,2026-02-11T22:24:07+00:00,True
