primary_drug_id,secondary_drug_id,condition_id_norm,primary_drug_id_norm,primary_drug_id_norm_label,secondary_drug_id_norm,secondary_drug_id_norm_label,condition_id_norm_norm,condition_id_norm_norm_label
DB13569,DB06715,MONDO:0001751,CHEBI:30812,iron dichloride,CHEBI:8346,Potassium Iodide,MONDO:0001751,cholestasis
DB13569,DB06715,MONDO:0009380,CHEBI:30812,iron dichloride,CHEBI:8346,Potassium Iodide,MONDO:0009380,Dubin-Johnson syndrome
DB12911,DB11324,UMLS:C4228089,CHEBI:32322,Nicoboxil,CHEBI:46936,Nonivamide,UMLS:C4228089,Sensitive skin
DB09124,DB00286,MONDO:0005027,CHEBI:135446,Medrogestone,CHEBI:8389,Conjugated estrogens,MONDO:0005027,epilepsy
DB13569,DB06715,NCIT:C26943,CHEBI:30812,iron dichloride,CHEBI:8346,Potassium Iodide,NCIT:C26943,Gamma-Glutamyltransferase Increased
DB15975,DB00440,UMLS:C0860551,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,UMLS:C0860551,Retinal microcirculation disorder
DB16622,DB09325,UMLS:C0410447,UNII:Q3B1Y93C1S,Dectaflur,CHEBI:28741,Sodium fluoride,UMLS:C0410447,Skeletal fluorosis
DB16000,DB00115,MONDO:0003240,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:17439,Cyanocobalamin,MONDO:0003240,thyroid disease
DB16000,DB08940,MONDO:0005267,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:31749,Kebuzone,MONDO:0005267,heart disorder
DB16022,DB11105,MONDO:0005267,CHEBI:186232,Thenyldiamine,CHEBI:135611,Benzalkonium,MONDO:0005267,heart disorder
DB11237,DB13281,MONDO:0001531,CHEBI:9765,Trypsin,DRUGBANK:DB13281,Bromelains,MONDO:0001531,blood coagulation disease
DB16000,DB00281,MONDO:0005468,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:6456,Lidocaine,MONDO:0005468,hypotension
DB16622,DB09325,UMLS:C1536052,UNII:Q3B1Y93C1S,Dectaflur,CHEBI:28741,Sodium fluoride,UMLS:C1536052,Oral mucosal exfoliation
DB16622,DB09325,HP:0002015,UNII:Q3B1Y93C1S,Dectaflur,CHEBI:28741,Sodium fluoride,HP:0002015,Dysphagia
DB13574,DB13124,MONDO:0010138,CHEBI:94362,Heptaminol,UNII:7Y4N11PXO8,Troxerutin,MONDO:0010138,thyrotoxicosis
DB16000,DB00115,UMLS:C0948998,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:17439,Cyanocobalamin,UMLS:C0948998,Viral infectious disorders
DB16614,DB13155,UMLS:C0948998,['Error'],['Error'],CHEBI:4853,Esculin,UMLS:C0948998,Viral infectious disorders
DB16022,DB00388,MONDO:0010138,CHEBI:186232,Thenyldiamine,CHEBI:8093,Phenylephrine,MONDO:0010138,thyrotoxicosis
DB15751,DB09322,MONDO:0003778,['Error'],['Error'],CHEBI:35176,Zinc sulfate,MONDO:0003778,inborn error of immunity
DB16000,DB01234,MONDO:0018542,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:41879,Dexamethasone,MONDO:0018542,severe congenital neutropenia
DB16000,DB01234,UMLS:C0264714,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:41879,Dexamethasone,UMLS:C0264714,Acute heart failure
DB13569,DB14533,MONDO:0001751,CHEBI:30812,iron dichloride,UNII:86Q357L16B,Zinc chloride,MONDO:0001751,cholestasis
DB13569,DB14533,MONDO:0009380,CHEBI:30812,iron dichloride,UNII:86Q357L16B,Zinc chloride,MONDO:0009380,Dubin-Johnson syndrome
DB13569,DB14533,NCIT:C26943,CHEBI:30812,iron dichloride,UNII:86Q357L16B,Zinc chloride,NCIT:C26943,Gamma-Glutamyltransferase Increased
DB16000,DB01234,MONDO:0003240,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:41879,Dexamethasone,MONDO:0003240,thyroid disease
DB16000,DB01234,MONDO:0005267,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:41879,Dexamethasone,MONDO:0005267,heart disorder
DB16000,DB00115,MONDO:0005468,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:17439,Cyanocobalamin,MONDO:0005468,hypotension
DB16000,DB00281,UMLS:C0948998,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:6456,Lidocaine,UMLS:C0948998,Viral infectious disorders
DB16614,DB01086,UMLS:C0948998,['Error'],['Error'],CHEBI:116735,Benzocaine,UMLS:C0948998,Viral infectious disorders
DB15751,DB11360,MONDO:0003778,['Error'],['Error'],DRUGBANK:DB11360,Lactobacillus plantarum,MONDO:0003778,inborn error of immunity
DB16000,DB00281,MONDO:0018542,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:6456,Lidocaine,MONDO:0018542,severe congenital neutropenia
DB16000,DB00115,UMLS:C0264714,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:17439,Cyanocobalamin,UMLS:C0264714,Acute heart failure
DB13569,DB09131,MONDO:0001751,CHEBI:30812,iron dichloride,CHEBI:49553,Cupric Chloride,MONDO:0001751,cholestasis
DB13569,DB09131,MONDO:0009380,CHEBI:30812,iron dichloride,CHEBI:49553,Cupric Chloride,MONDO:0009380,Dubin-Johnson syndrome
DB13569,DB09131,NCIT:C26943,CHEBI:30812,iron dichloride,CHEBI:49553,Cupric Chloride,NCIT:C26943,Gamma-Glutamyltransferase Increased
DB16000,DB00281,MONDO:0003240,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:6456,Lidocaine,MONDO:0003240,thyroid disease
DB16000,DB00115,MONDO:0005267,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:17439,Cyanocobalamin,MONDO:0005267,heart disorder
DB16000,DB08940,MONDO:0005468,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:31749,Kebuzone,MONDO:0005468,hypotension
DB16000,DB08940,UMLS:C0948998,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:31749,Kebuzone,UMLS:C0948998,Viral infectious disorders
DB16614,DB14539,UMLS:C0948998,['Error'],['Error'],CHEBI:17650,Hydrocortisone,UMLS:C0948998,Viral infectious disorders
DB16000,DB00115,MONDO:0018542,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:17439,Cyanocobalamin,MONDO:0018542,severe congenital neutropenia
DB16000,DB00281,UMLS:C0264714,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:6456,Lidocaine,UMLS:C0264714,Acute heart failure
DB13569,DB09325,MONDO:0001751,CHEBI:30812,iron dichloride,CHEBI:28741,Sodium fluoride,MONDO:0001751,cholestasis
DB13569,DB09325,MONDO:0009380,CHEBI:30812,iron dichloride,CHEBI:28741,Sodium fluoride,MONDO:0009380,Dubin-Johnson syndrome
DB13569,DB09325,NCIT:C26943,CHEBI:30812,iron dichloride,CHEBI:28741,Sodium fluoride,NCIT:C26943,Gamma-Glutamyltransferase Increased
DB13569,DB14496,MONDO:0001751,CHEBI:30812,iron dichloride,CHEBI:75215,Sodium molybdate,MONDO:0001751,cholestasis
DB13569,DB14496,MONDO:0009380,CHEBI:30812,iron dichloride,CHEBI:75215,Sodium molybdate,MONDO:0009380,Dubin-Johnson syndrome
DB13569,DB14496,NCIT:C26943,CHEBI:30812,iron dichloride,CHEBI:75215,Sodium molybdate,NCIT:C26943,Gamma-Glutamyltransferase Increased
DB13569,DB09129,MONDO:0001751,CHEBI:30812,iron dichloride,CHEBI:53442,chromium(3+) trichloride hexahydrate,MONDO:0001751,cholestasis
DB13569,DB09129,MONDO:0009380,CHEBI:30812,iron dichloride,CHEBI:53442,chromium(3+) trichloride hexahydrate,MONDO:0009380,Dubin-Johnson syndrome
DB13569,DB09129,NCIT:C26943,CHEBI:30812,iron dichloride,CHEBI:53442,chromium(3+) trichloride hexahydrate,NCIT:C26943,Gamma-Glutamyltransferase Increased
DB13569,DB06757,MONDO:0001751,CHEBI:30812,iron dichloride,CHEBI:29035,manganese(2+),MONDO:0001751,cholestasis
DB13569,DB06757,MONDO:0009380,CHEBI:30812,iron dichloride,CHEBI:29035,manganese(2+),MONDO:0009380,Dubin-Johnson syndrome
DB13569,DB06757,NCIT:C26943,CHEBI:30812,iron dichloride,CHEBI:29035,manganese(2+),NCIT:C26943,Gamma-Glutamyltransferase Increased
DB13569,DB11127,MONDO:0001751,CHEBI:30812,iron dichloride,CHEBI:27568,Selenium,MONDO:0001751,cholestasis
DB13569,DB11127,MONDO:0009380,CHEBI:30812,iron dichloride,CHEBI:27568,Selenium,MONDO:0009380,Dubin-Johnson syndrome
DB13569,DB11127,NCIT:C26943,CHEBI:30812,iron dichloride,CHEBI:27568,Selenium,NCIT:C26943,Gamma-Glutamyltransferase Increased
DB05154,DB08903,CHEBI:72292,UNII:2XOI31YC4N,Pretomanid,CHEBI:72292,Bedaquiline,CHEBI:72292,Bedaquiline
DB01395,DB00977,HP:0001907,CHEBI:50838,Drospirenone,CHEBI:4903,Ethinylestradiol,HP:0001907,Thromboembolism
DB01395,DB00977,UniProtKB:A0A8D1B937,CHEBI:50838,Drospirenone,CHEBI:4903,Ethinylestradiol,UniProtKB:A0A8D1B937,A0A8D1B937_PIG G protein-coupled receptor 35 (trembl)
DB01395,DB00977,HP:0040298,CHEBI:50838,Drospirenone,CHEBI:4903,Ethinylestradiol,HP:0040298,Hyperplasia of the endometrium
DB15842,DB01914,MONDO:0000465,CHEBI:114786,Sodium metabisulfite,CHEBI:17234,D-glucose,MONDO:0000465,atrioventricular block
DB13803,DB00384,MONDO:0001548,CHEBI:135499,Xipamide,CHEBI:9671,Triamterene,MONDO:0001548,hepatic coma
DB15975,DB00440,MONDO:0008294,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,MONDO:0008294,acute intermittent porphyria
DB00331,DB09038,UMLS:C0851439,CHEBI:6801,Metformin,CHEBI:82720,Empagliflozin,UMLS:C0851439,Infections - pathogen unspecified
DB13735,DB00514,MONDO:0005267,CHEBI:85537,Sulfogaiacol,CHEBI:4470,Dextromethorphan,MONDO:0005267,heart disorder
DB13238,DB06151,MONDO:0005267,CHEBI:134753,Tuaminoheptane,CHEBI:28939,Acetylcysteine,MONDO:0005267,heart disorder
DB15790,DB00696,MONDO:0007079,CHEBI:135360,Mecloxamine,CHEBI:64318,Ergotamine,MONDO:0007079,alcohol dependence
DB15975,DB00440,HP:0000952,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,HP:0000952,Jaundice
DB15975,DB00440,MONDO:0018229,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,MONDO:0018229,Stevens-Johnson syndrome
DB16020,DB00591,MONDO:0002041,UNII:WA1RT89G9X,Ketocaine,CHEBI:5108,Fluocinolone,MONDO:0002041,Mycoses
DB13415,DB01551,MONDO:0002203,CHEBI:34910,Pentetrazol,CHEBI:135276,Dihydrocodeine,MONDO:0002203,Constipation
DB12235,DB01395,HP:0200119,CHEBI:142773,Estetrol,CHEBI:50838,Drospirenone,HP:0200119,Acute hepatitis
DB13384,DB00875,UMLS:C0542052,CHEBI:135214,Melitracen,CHEBI:10454,Flupentixol,UMLS:C0542052,Coronary artery insufficiency
DB13384,DB00875,UMLS:C1998297,CHEBI:135214,Melitracen,CHEBI:10454,Flupentixol,UMLS:C1998297,Recent myocardial infarction
DB15860,DB15889,HP:0002013,['Error'],['Error'],DRUGBANK:DB15889,Senna leaf,HP:0002013,Vomiting
DB15815,DB15478,HP:0002013,DRUGBANK:DB15815,Boldo leaf extract,DRUGBANK:DB15478,Frangula purshiana bark,HP:0002013,Vomiting
DB13673,DB13158,MONDO:0020944,CHEBI:28098,Bekanamycin,CHEBI:31415,clobetasone butyrate,MONDO:0020944,fungal infection of eye
DB15790,DB00696,UMLS:C0243026,CHEBI:135360,Mecloxamine,CHEBI:64318,Ergotamine,UMLS:C0243026,Sepsis
DB13384,DB00875,NCIT:C78253,CHEBI:135214,Melitracen,CHEBI:10454,Flupentixol,NCIT:C78253,Depressed Level Of Consciousness
DB13735,DB00514,UMLS:C0521587,CHEBI:85537,Sulfogaiacol,CHEBI:4470,Dextromethorphan,UMLS:C0521587,Gastrointestinal stenosis
DB15821,DB15777,UMLS:C0854334,CHEBI:177866,Fluocortolone caproate,CHEBI:177427,Fluocortolone pivalate,UMLS:C0854334,Syphilis anal
DB13312,DB09238,MONDO:0000755,CHEBI:135735,Delapril,CHEBI:135849,Manidipine,MONDO:0000755,ectopic pregnancy
DB13735,DB00514,MONDO:0010138,CHEBI:85537,Sulfogaiacol,CHEBI:4470,Dextromethorphan,MONDO:0010138,thyrotoxicosis
DB09375,DB11193,MONDO:0012354,UNII:BVS505O332,Chymotrypsin,DRUGBANK:DB11193,Papain,MONDO:0012354,platelet-type bleeding disorder 8
DB09415,DB00271,UMLS:C2047834,CHEBI:59732,Meglumine,CHEBI:53691,Diatrizoate,UMLS:C2047834,hysterosalpingography: bilateral obstruction
DB14222,DB15751,MONDO:0003778,DRUGBANK:DB14222,Bifidobacterium longum infantis,['Error'],['Error'],MONDO:0003778,inborn error of immunity
DB09093,DB00620,UMLS:C0948998,CHEBI:27644,Chlortetracycline,CHEBI:9667,Triamcinolone,UMLS:C0948998,Viral infectious disorders
DB13238,DB06151,MONDO:0010138,CHEBI:134753,Tuaminoheptane,CHEBI:28939,Acetylcysteine,MONDO:0010138,thyrotoxicosis
DB09415,DB00271,MONDO:0010138,CHEBI:59732,Meglumine,CHEBI:53691,Diatrizoate,MONDO:0010138,thyrotoxicosis
DB15790,DB00316,MONDO:0005010,CHEBI:135360,Mecloxamine,CHEBI:46195,Acetaminophen,MONDO:0005010,coronary artery disorder
DB15790,DB00201,MONDO:0008538,CHEBI:135360,Mecloxamine,CHEBI:27732,Caffeine,MONDO:0008538,temporal arteritis
DB09375,DB11237,MONDO:0009332,UNII:BVS505O332,Chymotrypsin,CHEBI:9765,Trypsin,MONDO:0009332,congenital hematological disorder
DB13673,DB13158,MONDO:0015288,CHEBI:28098,Bekanamycin,CHEBI:31415,clobetasone butyrate,MONDO:0015288,herpes simplex virus keratitis
DB00668,DB01159,NCIT:C182234,CHEBI:28918,Epinephrine,CHEBI:5615,Halothane,NCIT:C182234,Sensory Loss
DB15790,DB00696,MONDO:0018925,CHEBI:135360,Mecloxamine,CHEBI:64318,Ergotamine,MONDO:0018925,familial or sporadic hemiplegic migraine
DB01301,DB00446,UMLS:C0151571,CHEBI:63334,Rolitetracycline,CHEBI:17698,Chloramphenicol,UMLS:C0151571,Lesion of cornea
DB15761,DB01060,MONDO:0015288,CHEBI:9321,Sulbactam,CHEBI:2676,Amoxicillin,MONDO:0015288,herpes simplex virus keratitis
DB13384,DB00875,MONDO:0007263,CHEBI:135214,Melitracen,CHEBI:10454,Flupentixol,MONDO:0007263,Arrhythmia
DB01407,DB06742,UMLS:C0080203,CHEBI:174690,Clenbuterol,CHEBI:135590,Ambroxol,UMLS:C0080203,Tachyarrhythmia
DB15790,DB00316,MONDO:0000960,CHEBI:135360,Mecloxamine,CHEBI:46195,Acetaminophen,MONDO:0000960,diabetic peripheral angiopathy
DB15793,DB06711,MONDO:0043885,CHEBI:32354,Phenolsulfonic acid,CHEBI:7470,Naphazoline,MONDO:0043885,eye infection
DB14151,DB00158,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:27470,Folic acid,MONDO:0001566,hypercalcemia
DB15975,DB00440,MONDO:0001700,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,MONDO:0001700,megaloblastic anemia
DB00766,DB01060,MONDO:0005810,CHEBI:48947,Clavulanic acid,CHEBI:2676,Amoxicillin,MONDO:0005810,infectious mononucleosis
DB09082,DB09076,MONDO:0012675,CHEBI:75037,Vilanterol,UNII:GE2T1418SV,Umeclidinium,MONDO:0012675,corticosteroid-binding globulin deficiency
DB05154,DB00601,CHEBI:63607,UNII:2XOI31YC4N,Pretomanid,CHEBI:63607,Linezolid,CHEBI:63607,Linezolid
DB15842,DB09395,MONDO:0018542,CHEBI:114786,Sodium metabisulfite,CHEBI:32954,Sodium acetate,MONDO:0018542,severe congenital neutropenia
DB15761,DB01060,MONDO:0005101,CHEBI:9321,Sulbactam,CHEBI:2676,Amoxicillin,MONDO:0005101,ulcerative colitis
DB13787,DB01183,MONDO:0005530,CHEBI:77817,Tilidine,CHEBI:7459,Naloxone,MONDO:0005530,opiate dependence
DB01301,DB00446,MONDO:0004577,CHEBI:63334,Rolitetracycline,CHEBI:17698,Chloramphenicol,MONDO:0004577,corneal ulcer
DB06292,DB00331,MONDO:0024327,CHEBI:85078,Dapagliflozin,CHEBI:6801,Metformin,MONDO:0024327,Chronic uremia
DB13312,DB09238,UMLS:C1998297,CHEBI:135735,Delapril,CHEBI:135849,Manidipine,UMLS:C1998297,Recent myocardial infarction
DB00766,DB01060,RXCUI:151392,CHEBI:48947,Clavulanic acid,CHEBI:2676,Amoxicillin,RXCUI:151392,Augmentin
DB13673,DB13158,MONDO:0004577,CHEBI:28098,Bekanamycin,CHEBI:31415,clobetasone butyrate,MONDO:0004577,corneal ulcer
DB06292,DB06335,MONDO:0024327,CHEBI:85078,Dapagliflozin,CHEBI:71272,Saxagliptin,MONDO:0024327,Chronic uremia
DB15790,DB00316,MONDO:0007079,CHEBI:135360,Mecloxamine,CHEBI:46195,Acetaminophen,MONDO:0007079,alcohol dependence
DB15793,DB06711,MONDO:0001744,CHEBI:32354,Phenolsulfonic acid,CHEBI:7470,Naphazoline,MONDO:0001744,angle-closure glaucoma
DB15842,DB09395,MONDO:0000465,CHEBI:114786,Sodium metabisulfite,CHEBI:32954,Sodium acetate,MONDO:0000465,atrioventricular block
DB15790,DB00201,MONDO:0007079,CHEBI:135360,Mecloxamine,CHEBI:27732,Caffeine,MONDO:0007079,alcohol dependence
DB15815,DB11365,HP:0002013,DRUGBANK:DB15815,Boldo leaf extract,UNII:3FYP5M0IJX,Sennosides,HP:0002013,Vomiting
DB15790,DB00316,UMLS:C0243026,CHEBI:135360,Mecloxamine,CHEBI:46195,Acetaminophen,UMLS:C0243026,Sepsis
DB15821,DB00527,UMLS:C0854334,CHEBI:177866,Fluocortolone caproate,CHEBI:247956,Cinchocaine,UMLS:C0854334,Syphilis anal
DB09375,DB11237,MONDO:0012354,UNII:BVS505O332,Chymotrypsin,CHEBI:9765,Trypsin,MONDO:0012354,platelet-type bleeding disorder 8
DB14222,DB09322,MONDO:0003778,DRUGBANK:DB14222,Bifidobacterium longum infantis,CHEBI:35176,Zinc sulfate,MONDO:0003778,inborn error of immunity
DB15790,DB00696,MONDO:0005010,CHEBI:135360,Mecloxamine,CHEBI:64318,Ergotamine,MONDO:0005010,coronary artery disorder
DB15790,DB00316,MONDO:0008538,CHEBI:135360,Mecloxamine,CHEBI:46195,Acetaminophen,MONDO:0008538,temporal arteritis
DB09375,DB11193,MONDO:0009332,UNII:BVS505O332,Chymotrypsin,DRUGBANK:DB11193,Papain,MONDO:0009332,congenital hematological disorder
DB15790,DB00201,MONDO:0018925,CHEBI:135360,Mecloxamine,CHEBI:27732,Caffeine,MONDO:0018925,familial or sporadic hemiplegic migraine
DB01301,DB01111,UMLS:C0151571,CHEBI:63334,Rolitetracycline,CHEBI:37943,Colistin,UMLS:C0151571,Lesion of cornea
DB15790,DB00201,MONDO:0000960,CHEBI:135360,Mecloxamine,CHEBI:27732,Caffeine,MONDO:0000960,diabetic peripheral angiopathy
DB14151,DB00165,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:16709,Pyridoxine,MONDO:0001566,hypercalcemia
DB15842,DB01914,MONDO:0018542,CHEBI:114786,Sodium metabisulfite,CHEBI:17234,D-glucose,MONDO:0018542,severe congenital neutropenia
DB01301,DB01111,MONDO:0004577,CHEBI:63334,Rolitetracycline,CHEBI:37943,Colistin,MONDO:0004577,corneal ulcer
DB15842,DB09414,MONDO:0000465,CHEBI:114786,Sodium metabisulfite,CHEBI:131527,Dipotassium phosphate,MONDO:0000465,atrioventricular block
DB15790,DB00822,MONDO:0007079,CHEBI:135360,Mecloxamine,CHEBI:4659,Disulfiram,MONDO:0007079,alcohol dependence
DB15790,DB00201,UMLS:C0243026,CHEBI:135360,Mecloxamine,CHEBI:27732,Caffeine,UMLS:C0243026,Sepsis
DB14222,DB11360,MONDO:0003778,DRUGBANK:DB14222,Bifidobacterium longum infantis,DRUGBANK:DB11360,Lactobacillus plantarum,MONDO:0003778,inborn error of immunity
DB15790,DB00201,MONDO:0005010,CHEBI:135360,Mecloxamine,CHEBI:27732,Caffeine,MONDO:0005010,coronary artery disorder
DB15790,DB00696,MONDO:0008538,CHEBI:135360,Mecloxamine,CHEBI:64318,Ergotamine,MONDO:0008538,temporal arteritis
DB15790,DB00316,MONDO:0018925,CHEBI:135360,Mecloxamine,CHEBI:46195,Acetaminophen,MONDO:0018925,familial or sporadic hemiplegic migraine
DB01301,DB00443,UMLS:C0151571,CHEBI:63334,Rolitetracycline,CHEBI:3077,Betamethasone,UMLS:C0151571,Lesion of cornea
DB15790,DB00696,MONDO:0000960,CHEBI:135360,Mecloxamine,CHEBI:64318,Ergotamine,MONDO:0000960,diabetic peripheral angiopathy
DB14151,DB01593,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:27363,Zinc,MONDO:0001566,hypercalcemia
DB15842,DB09414,MONDO:0018542,CHEBI:114786,Sodium metabisulfite,CHEBI:131527,Dipotassium phosphate,MONDO:0018542,severe congenital neutropenia
DB01301,DB00443,MONDO:0004577,CHEBI:63334,Rolitetracycline,CHEBI:3077,Betamethasone,MONDO:0004577,corneal ulcer
DB15842,DB09153,MONDO:0000465,CHEBI:114786,Sodium metabisulfite,CHEBI:26710,Sodium chloride,MONDO:0000465,atrioventricular block
DB14151,DB14513,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:25107,magnesium atom,MONDO:0001566,hypercalcemia
DB15842,DB09153,MONDO:0018542,CHEBI:114786,Sodium metabisulfite,CHEBI:26710,Sodium chloride,MONDO:0018542,severe congenital neutropenia
DB14151,DB01783,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:7916,pantothenic acid,MONDO:0001566,hypercalcemia
DB14151,DB09130,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:28694,Copper,MONDO:0001566,hypercalcemia
DB14151,DB00121,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:15956,Biotin,MONDO:0001566,hypercalcemia
DB14151,DB14151,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:28659,Phosphorus,MONDO:0001566,hypercalcemia
DB14151,DB00152,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:18385,Thiamine,MONDO:0001566,hypercalcemia
DB14151,DB02701,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:17154,Nicotinamide,MONDO:0001566,hypercalcemia
DB14151,DB00115,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:17439,Cyanocobalamin,MONDO:0001566,hypercalcemia
DB14151,DB00126,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:22652,Ascorbic acid,MONDO:0001566,hypercalcemia
DB14151,DB00140,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:17015,Riboflavin,MONDO:0001566,hypercalcemia
DB14151,DB00162,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:12777,Vitamin A,MONDO:0001566,hypercalcemia
DB14151,DB01592,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:18248,Iron,MONDO:0001566,hypercalcemia
DB14151,DB01373,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:22984,Calcium,MONDO:0001566,hypercalcemia
DB14151,DB06757,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:29035,manganese(2+),MONDO:0001566,hypercalcemia
DB14151,DB00163,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:18145,Vitamin E,MONDO:0001566,hypercalcemia
DB14151,DB00153,MONDO:0001566,CHEBI:28659,Phosphorus,CHEBI:28934,Ergocalciferol,MONDO:0001566,hypercalcemia
DB13166,DB00999,UMLS:C4708664,CHEBI:78539,Zofenopril,CHEBI:5778,Hydrochlorothiazide,UMLS:C4708664,Vomiting during third trimester of pregnancy
DB15785,DB00936,MONDO:0004979,CHEBI:135096,Myrtecaine,CHEBI:16914,Salicylic acid,MONDO:0004979,asthma
DB15576,DB11323,UMLS:C0856716,CHEBI:88839,Ethyl salicylate,CHEBI:86541,Glycol salicylate,UMLS:C0856716,Aspirin asthma
DB15576,DB09543,UMLS:C0856716,CHEBI:88839,Ethyl salicylate,CHEBI:31832,Methyl salicylate,UMLS:C0856716,Aspirin asthma
DB15576,DB13882,UMLS:C0856716,CHEBI:88839,Ethyl salicylate,CHEBI:134761,Methyl nicotinate,UMLS:C0856716,Aspirin asthma
DB01243,DB00443,MONDO:0004605,CHEBI:59477,Chloroxine,CHEBI:3077,Betamethasone,MONDO:0004605,chronic ulcer of skin
DB14512,DB00768,MONDO:0018076,CHEBI:6970,Mometasone,CHEBI:31933,Olopatadine hydrochloride,MONDO:0018076,tuberculosis
DB01243,DB00443,MONDO:0004609,CHEBI:59477,Chloroxine,CHEBI:3077,Betamethasone,MONDO:0004609,herpes simplex
DB00768,DB14512,MONDO:0018076,CHEBI:31933,Olopatadine hydrochloride,CHEBI:6970,Mometasone,MONDO:0018076,tuberculosis
DB15999,DB00527,MONDO:0018076,UNII:0PA7CJ4RFB,Prednisolone caproate,CHEBI:247956,Cinchocaine,MONDO:0018076,tuberculosis
DB16614,DB01086,MONDO:0018076,['Error'],['Error'],CHEBI:116735,Benzocaine,MONDO:0018076,tuberculosis
DB15357,DB00209,HP:0000016,CHEBI:10056,Xanomeline,CHEBI:32270,trospium chloride,HP:0000016,Urinary retention
DB16614,DB14539,MONDO:0018076,['Error'],['Error'],CHEBI:17650,Hydrocortisone,MONDO:0018076,tuberculosis
DB16614,DB11105,MONDO:0018076,['Error'],['Error'],CHEBI:135611,Benzalkonium,MONDO:0018076,tuberculosis
DB16614,DB13155,MONDO:0018076,['Error'],['Error'],CHEBI:4853,Esculin,MONDO:0018076,tuberculosis
DB14669,DB00443,MONDO:0008558,CHEBI:68603,Betamethasone phosphate,CHEBI:3077,Betamethasone,MONDO:0008558,autoimmune thrombocytopenic purpura
DB15975,DB00440,UMLS:C0472387,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,UMLS:C0472387,Vasogenic Cerebral Edema
DB13166,DB00999,MONDO:0010481,CHEBI:78539,Zofenopril,CHEBI:5778,Hydrochlorothiazide,MONDO:0010481,angioedema
DB15903,DB00977,MONDO:0004982,CHEBI:31394,chlormadinone,CHEBI:4903,Ethinylestradiol,MONDO:0004982,pancreatitis
DB16000,DB00281,MONDO:0004966,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:6456,Lidocaine,MONDO:0004966,gastritis
DB16000,DB00115,MONDO:0002474,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:17439,Cyanocobalamin,MONDO:0002474,Hyperoxaluria
DB15903,DB00977,MONDO:0005044,CHEBI:31394,chlormadinone,CHEBI:4903,Ethinylestradiol,MONDO:0005044,hypertension
DB16000,DB08940,MONDO:0004966,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:31749,Kebuzone,MONDO:0004966,gastritis
DB16000,DB00281,MONDO:0002474,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:6456,Lidocaine,MONDO:0002474,Hyperoxaluria
DB16000,DB01234,MONDO:0004966,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:41879,Dexamethasone,MONDO:0004966,gastritis
DB16000,DB08940,MONDO:0002474,CHEBI:134850,Salicylamide O-acetic acid,CHEBI:31749,Kebuzone,MONDO:0002474,Hyperoxaluria
