primary_drug_id,secondary_drug_id,condition_id_norm,primary_drug_id_norm,primary_drug_id_norm_label,secondary_drug_id_norm,secondary_drug_id_norm_label,condition_id_norm_norm,condition_id_norm_norm_label
DB01075,DB00514,HP:0031246,CHEBI:4636,Diphenhydramine,CHEBI:4470,Dextromethorphan,HP:0031246,Dry cough
DB01098,DB00945,MONDO:0011374,CHEBI:38545,Rosuvastatin,CHEBI:15365,Aspirin,MONDO:0011374,"hypercholesterolemia, familial, 4"
DB06764,DB00324,MONDO:0003799,CHEBI:28674,Tetryzoline,CHEBI:31625,Fluorometholone,MONDO:0003799,conjunctivitis
DB00318,DB00381,HP:0031246,CHEBI:16714,Codeine,CHEBI:2668,Amlodipine,HP:0031246,Dry cough
DB15975,DB00440,MONDO:0005230,CHEBI:88258,Sulfametrole,CHEBI:45924,Trimethoprim,MONDO:0005230,cellulitis
DB00936,"DB03793,DB09353",HP:0000989,CHEBI:16914,Salicylic acid,"['CHEBI:30746', 'CHEBI:29385']","['Benzoic acid', 'Octasulfur']",HP:0000989,Pruritus
DB00874,"DB01364,DB00316,DB01114",HP:0001945,CHEBI:5551,Guaifenesin,"['CHEBI:15407', 'CHEBI:46195', 'CHEBI:52010']","['Ephedrine', 'Acetaminophen', 'chlorphenamine']",HP:0001945,Fever
DB00388,"DB09125,DB00316,DB01114",HP:0001945,CHEBI:8093,Phenylephrine,"['CHEBI:64733', 'CHEBI:46195', 'CHEBI:52010']","['Potassium citrate', 'Acetaminophen', 'chlorphenamine']",HP:0001945,Fever
DB15932,"DB08797,DB00388,DB00316",HP:0001945,CHEBI:52140,Clemizole,"['CHEBI:32114', 'CHEBI:8093', 'CHEBI:46195']","['Salicylamide', 'Phenylephrine', 'Acetaminophen']",HP:0001945,Fever
DB14006,DB00201,HP:0012531,CHEBI:15354,Choline,CHEBI:27732,Caffeine,HP:0012531,Pain
DB00945,DB00497,HP:0012531,CHEBI:15365,Aspirin,CHEBI:7852,Oxycodone,HP:0012531,Pain
DB01357,DB00717,MONDO:0008487,CHEBI:6784,Mestranol,CHEBI:7627,Norethisterone,MONDO:0008487,Androgen excess
DB06764,DB08799,HP:0033841,CHEBI:28674,Tetryzoline,CHEBI:84115,Antazoline,HP:0033841,Ocular pruritus
DB06713,DB00977,MONDO:0008487,CHEBI:135398,Norelgestromin,CHEBI:4903,Ethinylestradiol,MONDO:0008487,Androgen excess
DB09278,DB11074,NCIT:C78213,CHEBI:27594,Graphite,CHEBI:31498,Dimethicone,HP:6000319,Meteorism
DB09462,DB09153,MONDO:0006875,CHEBI:17754,Glycerin,CHEBI:26710,Sodium chloride,MONDO:0006875,ocular hypertension
DB13977,DB09353,MONDO:0024268,CHEBI:131526,Potassium carbonate,CHEBI:29385,Octasulfur,MONDO:0024268,superficial mycosis
DB00945,DB01390,HP:0012531,CHEBI:15365,Aspirin,CHEBI:32139,Sodium bicarbonate,HP:0012531,Pain
DB00878,"DB09084,DB11073",MONDO:0002258,CHEBI:3614,Chlorhexidine,"['CHEBI:94563', 'CHEBI:32914']","['Benzydamine', 'Cetylpyridinium']",MONDO:0002258,pharyngitis
DB01075,DB01086,HP:0012531,CHEBI:4636,Diphenhydramine,CHEBI:116735,Benzocaine,HP:0012531,Pain
DB00697,DB00316,HP:0012531,CHEBI:9609,Tizanidine hydrochloride,CHEBI:46195,Acetaminophen,HP:0012531,Pain
DB00784,DB00804,UMLS:C0877664,CHEBI:6717,Mefenamic acid,CHEBI:4514,Dicyclomine,UMLS:C0877664,Gastrointestinal cramps
DB01013,"DB00755,DB00350",MONDO:0004907,CHEBI:205919,Clobetasol,"['CHEBI:15367', 'CHEBI:6942']","['Tretinoin', 'Minoxidil']",MONDO:0004907,alopecia
DB15926,DB14312,MONDO:0008487,CHEBI:229630,Ammonium carbonate,UNII:61ZBX54883,LICORICE,MONDO:0008487,Androgen excess
DB06715,DB00451,MONDO:0009718,CHEBI:8346,Potassium Iodide,CHEBI:18332,Levothyroxine,MONDO:0009718,myxedema
DB13269,DB13908,UMLS:C0729771,CHEBI:48220,Dichlorobenzyl alcohol,CHEBI:48213,Amylmetacresol,UMLS:C0729771,Infective pharyngitis
DB13384,DB00875,MONDO:0001942,CHEBI:135214,Melitracen,CHEBI:10454,Flupentixol,MONDO:0001942,generalized anxiety disorder
DB03793,"DB13269,DB06770",UMLS:C0729771,CHEBI:30746,Benzoic acid,"['CHEBI:48220', 'CHEBI:17987']","['Dichlorobenzyl alcohol', 'Benzyl alcohol']",UMLS:C0729771,Infective pharyngitis
DB00169,"DB01373,DB00630",MONDO:0005298,CHEBI:27300,Cholecalciferol,"['CHEBI:22984', 'CHEBI:2567']","['Calcium', 'Alendronic acid']",MONDO:0005298,osteoporosis
DB00169,DB00710,MONDO:0005298,CHEBI:27300,Cholecalciferol,UNII:UMD7G2653W,Ibandronate,MONDO:0005298,osteoporosis
DB00125,DB00123,MONDO:0005240,CHEBI:16467,Arginine,CHEBI:133538,Lysine,MONDO:0005240,kidney disorder
DB13306,DB09095,UMLS:C0863090,CHEBI:74500,Chlorquinaldol,CHEBI:31484,Diflucortolone valerate,UMLS:C0863090,Allergic skin reaction
DB01075,DB00388,HP:0025095,CHEBI:4636,Diphenhydramine,CHEBI:8093,Phenylephrine,HP:0025095,Sneeze
DB00514,"DB00427,DB00388",HP:0025095,CHEBI:4470,Dextromethorphan,"['CHEBI:84116', 'CHEBI:8093']","['Triprolidine', 'Phenylephrine']",HP:0025095,Sneeze
DB13260,DB00165,HP:0033050,PUBCHEM.COMPOUND:16129749,H-Arg-Val-Val-Arg-Asp-Pro-Gln-Gly-Ile-Arg-Ala-Trp-Val-Ala-Trp-Arg-Asn-Arg-OH,CHEBI:16709,Pyridoxine,HP:0033050,Pharyngalgia
DB00316,"DB01114,DB08797",MONDO:0005709,CHEBI:46195,Acetaminophen,"['CHEBI:52010', 'CHEBI:32114']","['chlorphenamine', 'Salicylamide']",MONDO:0005709,common cold
DB11191,DB00583,HP:0004325,CHEBI:18408,Cobamamide,CHEBI:16347,Levocarnitine,HP:0004325,Underweight
DB09526,DB00755,MONDO:0011438,CHEBI:17594,Hydroquinone,CHEBI:15367,Tretinoin,MONDO:0011438,acne
DB01190,DB09096,MONDO:0011438,CHEBI:3746,Evoclin (TN),CHEBI:82405,Benzoyl peroxide,MONDO:0011438,acne
DB01110,DB09096,MONDO:0011438,CHEBI:6923,Miconazole,CHEBI:82405,Benzoyl peroxide,MONDO:0011438,acne
DB00210,"DB09096,DB01190",MONDO:0011438,CHEBI:31174,Adapalene,"['CHEBI:82405', 'CHEBI:3746']","['Benzoyl peroxide', 'Evoclin (TN)']",MONDO:0011438,acne
DB11074,DB00085,UMLS:C0267167,CHEBI:31498,Dimethicone,CHEBI:81916,Pancrelipase,UMLS:C0267167,Nonulcer dyspepsia
DB11622,"DB00085,DB11074,DB01233,DB13281",UMLS:C0267167,CHEBI:31459,Dehydrocholic acid,"['CHEBI:81916', 'CHEBI:31498', 'CHEBI:107736', 'DRUGBANK:DB13281']","['Pancrelipase', 'Dimethicone', 'Metoclopramide', 'Bromelains']",UMLS:C0267167,Nonulcer dyspepsia
DB06723,"DB09104,DB11074,DB00742",UMLS:C0267167,CHEBI:33130,algeldrate,"['CHEBI:6637', 'CHEBI:31498', 'CHEBI:16899']","['Magnesium hydroxide', 'Dimethicone', 'Mannitol']",UMLS:C0267167,Nonulcer dyspepsia
DB00085,DB09512,UMLS:C0267167,CHEBI:81916,Pancrelipase,CHEBI:31498,Dimethicone,UMLS:C0267167,Nonulcer dyspepsia
DB01234,DB00539,UMLS:C0015404,CHEBI:41879,Dexamethasone,CHEBI:9635,Toremifene,UMLS:C0015404,"Eye Infections, Bacterial"
DB10329,DB10320,MONDO:0005114,DRUGBANK:DB10329,Streptococcus pneumoniae type 10a capsular polysaccharide antigen,DRUGBANK:DB10320,Streptococcus pneumoniae type 2 capsular polysaccharide antigen,MONDO:0005114,pneumococcal infection
DB10328,DB10320,MONDO:0005114,DRUGBANK:DB10328,Streptococcus pneumoniae type 9v capsular polysaccharide antigen,DRUGBANK:DB10320,Streptococcus pneumoniae type 2 capsular polysaccharide antigen,MONDO:0005114,pneumococcal infection
DB11126,"DB00169,DB11348,DB13231",MONDO:0003847,CHEBI:3309,Calcium gluconate,"['CHEBI:27300', 'CHEBI:4496', 'UNII:2URQ2N32W3']","['Cholecalciferol', 'Calcium phosphate dihydrate', 'Calcium lactate']",MONDO:0003847,genetic disease
DB00297,"DB00281,DB00620,DB00959",MONDO:0006684,CHEBI:3215,Bupivacaine,"['CHEBI:6456', 'CHEBI:9667', 'CHEBI:6888']","['Lidocaine', 'Triamcinolone', 'Methylprednisolone']",MONDO:0006684,brain edema
DB09083,DB01136,UMLS:C0749225,CHEBI:85966,Ivabradine,CHEBI:3441,Carvedilol,UMLS:C0749225,Systolic dysfunction
DB13968,DB11621,DRUGBANK:DB11621,DRUGBANK:DB13968,Plasma protein fraction (human),DRUGBANK:DB11621,Human varicella-zoster immune globulin,DRUGBANK:DB11621,Human varicella-zoster immune globulin
DB14116,"DB09104,DB09512",UMLS:C0267167,UNII:9T3UU8T0QK,Silodrate,"['CHEBI:6637', 'CHEBI:31498']","['Magnesium hydroxide', 'Dimethicone']",UMLS:C0267167,Nonulcer dyspepsia
DB13968,DB11621,DRUGBANK:DB11597,DRUGBANK:DB13968,Plasma protein fraction (human),DRUGBANK:DB11621,Human varicella-zoster immune globulin,DRUGBANK:DB11597,Human Rho(D) immune globulin
DB11571,"DB01164,DB06692,DB09222",MONDO:0021645,UNII:SCK81AMR7R,rhThrombin,"['CHEBI:3312', 'UNII:04XPW8C0FL', 'UNII:SCK81AMR7R']","['Calcium chloride', 'Aprotinin', 'rhThrombin']",MONDO:0021645,esophageal varices with bleeding
DB00421,DB15861,MONDO:0005252,CHEBI:9241,Spironolactone,CHEBI:135492,Buthiazide,MONDO:0005252,heart failure
DB00200,"DB00281,DB00152,DB00165",UMLS:C0013221,CHEBI:17439,Cyanocobalamin,"['CHEBI:6456', 'CHEBI:18385', 'CHEBI:16709']","['Lidocaine', 'Thiamine', 'Pyridoxine']",UMLS:C0013221,Drug toxicity
DB01229,"DB11595,DB06205,DB00112,DB00958",UMLS:C5395609,CHEBI:45863,Paclitaxel,"['UNII:52CMI0WC3Y', 'PUBCHEM.COMPOUND:91820602', 'UNII:2S9ZZM9Q9V', 'CHEBI:31355']","['Atezolizumab', 'Hyaluronidase', 'Bevacizumab', 'Carboplatin']",UMLS:C5395609,Treatment naive
DB00027,"DB00452,DB00547",MONDO:0012994,PUBCHEM.COMPOUND:45267103,Gramicidin D,"['CHEBI:7507', 'CHEBI:691037']","['Framycetin', 'Desoximetasone']",MONDO:0012994,dopa-responsive dystonia due to sepiapterin reductase deficiency
DB00072,DB01248,CHEBI:4027,UNII:5384HK7574,Trastuzumab deruxtecan,CHEBI:4672,Docetaxel,CHEBI:4027,Cyclophosphamide
DB01373,DB00153,MONDO:0011996,CHEBI:22984,Calcium,CHEBI:28934,Ergocalciferol,MONDO:0011996,"chronic myelogenous leukemia, BCR-ABL1 positive"
DB00852,DB00945,UMLS:C0852402,CHEBI:51209,Pseudoephedrine,CHEBI:15365,Aspirin,UMLS:C0852402,Headaches NEC
DB01115,DB00281,NCIT:C78587,CHEBI:7565,Nifedipine,CHEBI:6456,Lidocaine,HP:0500005,Anal pain
DB14811,"DB00480,DB00188,DB01234",MONDO:0010643,UNII:R30772KCU0,Isatuximab,"['CHEBI:63791', 'CHEBI:52717', 'CHEBI:41879']","['Lenalidomide', 'Bortezomib', 'Dexamethasone']",MONDO:0010643,acute leukemia
DB01234,"DB14811,DB00480,DB00188",MONDO:0010643,CHEBI:41879,Dexamethasone,"['UNII:R30772KCU0', 'CHEBI:63791', 'CHEBI:52717']","['Isatuximab', 'Lenalidomide', 'Bortezomib']",MONDO:0010643,acute leukemia
DB00994,"DB00646,DB00620",MONDO:0002406,CHEBI:7507,Framycetin,"['CHEBI:7660', 'CHEBI:9667']","['nystatin', 'Triamcinolone']",MONDO:0002406,dermatitis
DB01299,DB00205,CHEBI:3638,CHEBI:9329,Sulfadoxine,CHEBI:8673,Pyrimethamine,CHEBI:3638,Chloroquine
DB06711,DB08799,HP:0000613,CHEBI:7470,Naphazoline,CHEBI:84115,Antazoline,HP:0000613,Photophobia
DB00112,"DB00958,DB01229",MONDO:0002239,UNII:2S9ZZM9Q9V,Bevacizumab,"['CHEBI:31355', 'CHEBI:45863']","['Carboplatin', 'Paclitaxel']",MONDO:0002239,post-surgical hypoinsulinemia
DB00126,"DB14491,DB00158",MONDO:0000755,CHEBI:22652,Ascorbic acid,"['CHEBI:31607', 'CHEBI:27470']","['Ferrous fumarate', 'Folic acid']",MONDO:0000755,ectopic pregnancy
DB01015,DB00440,MONDO:0003778,CHEBI:9332,Sulfamethoxazole,CHEBI:45924,Trimethoprim,MONDO:0003778,inborn error of immunity
DB09331,"DB06205,DB00480,DB01234",CHEBI:91326,UNII:4Z63YK6E0E,Daratumumab,"['PUBCHEM.COMPOUND:91820602', 'CHEBI:63791', 'CHEBI:41879']","['Hyaluronidase', 'Lenalidomide', 'Dexamethasone']",CHEBI:91326,AT-7519
DB09331,"DB01234,DB00480",UMLS:C0862906,UNII:4Z63YK6E0E,Daratumumab,"['CHEBI:41879', 'CHEBI:63791']","['Dexamethasone', 'Lenalidomide']",UMLS:C0862906,Rhabdomyosarcoma previously treated
DB11595,"DB00958,DB00773",UniProtKB:A0A8D1C1M1,UNII:52CMI0WC3Y,Atezolizumab,"['CHEBI:31355', 'CHEBI:4911']","['Carboplatin', 'Etoposide']",UniProtKB:A0A8D1C1M1,A0A8D1C1M1_PIG LINE-1 type transposase domain-containing protein 1 (trembl)
DB13089,"DB00878,DB01086",MONDO:0006723,CHEBI:30853,Enoxolone,"['CHEBI:3614', 'CHEBI:116735']","['Chlorhexidine', 'Benzocaine']",MONDO:0006723,denture stomatitis
DB09343,DB00432,UMLS:C0796392,CHEBI:90877,tipiracil hydrochloride,CHEBI:75179,Trifluridine,UMLS:C0796392,bevacizumab
DB00002,"DB00650,DB00762,DB00544",MONDO:0005974,UNII:PQX0D8J21J,Cetuximab,"['CHEBI:15640', 'CHEBI:5971', 'CHEBI:46345']","['Leucovorin', 'irinotecan hydrochloride (anhydrous)', 'Fluorouracil']",MONDO:0005974,strongyloidiasis
DB00603,DB00286,MONDO:0001410,CHEBI:6715,medroxyprogesterone,CHEBI:8389,Conjugated estrogens,MONDO:0001410,postmenopausal atrophic vaginitis
DB00924,DB09218,HP:0002487,CHEBI:3996,Cyclobenzaprine,CHEBI:76200,Clonixin,HP:0002487,Hyperkinesia
DB00384,DB00999,UMLS:C0860811,CHEBI:9671,Triamterene,CHEBI:5778,Hydrochlorothiazide,UMLS:C0860811,Abnormal anti-diuretic hormone
DB11595,DB00112,UMLS:C5395609,UNII:52CMI0WC3Y,Atezolizumab,UNII:2S9ZZM9Q9V,Bevacizumab,UMLS:C5395609,Treatment naive
DB06694,DB09357,UMLS:C0176372,CHEBI:10082,Xylometazoline,CHEBI:27373,Dexpanthenol,UMLS:C0176372,Other septoplasty
DB11799,"DB09299,DB00879",UMLS:C0877599,CHEBI:172943,Bictegravir,"['CHEBI:90923', 'CHEBI:31536']","['tenofovir alafenamide fumarate', 'Emtricitabine']",UMLS:C0877599,HIV viral load undetectable
DB08930,DB00709,UMLS:C0877599,CHEBI:76010,Dolutegravir,CHEBI:63577,Lamivudine,UMLS:C0877599,HIV viral load undetectable
DB00300,DB00879,MONDO:0009234,CHEBI:63717,Tenofovir disoproxil,CHEBI:31536,Emtricitabine,MONDO:0009234,FLAUJEAC TRAIT
DB14006,"DB00514,DB00388,DB00874",HP:0012735,CHEBI:15354,Choline,"['CHEBI:4470', 'CHEBI:8093', 'CHEBI:5551']","['Dextromethorphan', 'Phenylephrine', 'Guaifenesin']",HP:0012735,Cough
DB00331,DB04876,UMLS:C3838797,CHEBI:6801,Metformin,CHEBI:135285,Vildagliptin,UMLS:C3838797,Inadequate hemodialysis
DB00222,DB01132,UMLS:C3838797,CHEBI:5383,Glimepiride,CHEBI:8228,Pioglitazone,UMLS:C3838797,Inadequate hemodialysis
DB01047,"DB00994,DB00646,DB00027",HP:0000989,CHEBI:5109,Fluocinonide,"['CHEBI:7507', 'CHEBI:7660', 'PUBCHEM.COMPOUND:45267103']","['Framycetin', 'nystatin', 'Gramicidin D']",HP:0000989,Pruritus
DB08813,DB09145,HP:0002093,UNII:LIA7Z4002P,Nadroparin,CHEBI:15377,Water,HP:0002093,Respiratory insufficiency
DB00878,DB00712,MONDO:0002258,CHEBI:3614,Chlorhexidine,CHEBI:5130,Flurbiprofen,MONDO:0002258,pharyngitis
DB00169,"DB06724,DB01378",MONDO:0005298,CHEBI:27300,Cholecalciferol,"['CHEBI:3311', 'CHEBI:18420']","['Calcium carbonate', 'magnesium(2+)']",MONDO:0005298,osteoporosis
DB03419,DB09256,MONDO:0008315,CHEBI:17568,Uracil,CHEBI:32188,Tegafur,MONDO:0008315,prostate cancer
DB00594,DB00999,MONDO:0003019,CHEBI:2639,Amiloride,CHEBI:5778,Hydrochlorothiazide,MONDO:0003019,hypokalemia
DB05812,"DB11793,DB00860",MONDO:0000927,CHEBI:68642,Abiraterone,"['CHEBI:176844', 'CHEBI:8378']","['Niraparib', 'Prednisolone']",MONDO:0000927,asymptomatic neurosyphilis
DB05812,"DB11793,DB00635",MONDO:0008315,CHEBI:68642,Abiraterone,"['CHEBI:176844', 'CHEBI:8382']","['Niraparib', 'Prednisone']",MONDO:0008315,prostate cancer
DB05679,DB00563,MONDO:0011849,UNII:FU77B4U5Z0,Ustekinumab,CHEBI:44185,Methotrexate,MONDO:0011849,psoriatic arthritis
DB13956,DB09389,GO:0042697,CHEBI:16469,Estradiol,CHEBI:6443,Levonorgestrel,GO:0042697,menopause
DB00878,"DB09084,DB11073",MONDO:0002635,CHEBI:3614,Chlorhexidine,"['CHEBI:94563', 'CHEBI:32914']","['Benzydamine', 'Cetylpyridinium']",MONDO:0002635,periodontal disorder
DB14539,"DB00741,DB00994",MONDO:0005041,CHEBI:17650,Hydrocortisone,"['CHEBI:17650', 'CHEBI:7507']","['Hydrocortisone', 'Framycetin']",MONDO:0005041,glaucoma
DB11180,DB14227,UMLS:C0852149,CHEBI:135598,Tetrofosmin,CHEBI:33353,technetium atom,UMLS:C0852149,Ischaemic coronary artery disorders
DB00145,DB01646,UMLS:C0851439,CHEBI:15428,Glycine,CHEBI:21557,N-Acetylmethionine,UMLS:C0851439,Infections - pathogen unspecified
DB01638,DB09462,UMLS:C0549433,CHEBI:17924,Sorbitol,CHEBI:17754,Glycerin,UMLS:C0549433,Surgical intervention (finding)
DB00620,DB01172,UMLS:C0033777,CHEBI:9667,Triamcinolone,CHEBI:17630,Kanamycin,UMLS:C0033777,Pruritus of genital organs
DB01015,DB00440,MONDO:0100338,CHEBI:9332,Sulfamethoxazole,CHEBI:45924,Trimethoprim,MONDO:0100338,urinary tract infection
DB15947,DB13759,MONDO:0003198,CHEBI:135547,Pitofenone,CHEBI:94773,Fenpiverinium,MONDO:0003198,small intestine adenocarcinoma
DB06147,"DB00359,DB01581",MONDO:0004863,CHEBI:9337,Sulfathiazole,"['CHEBI:9328', 'CHEBI:102130']","['Sulfadiazine', 'Sulfamerazine']",MONDO:0004863,purulent endophthalmitis
DB14019,"DB01234,DB00377",MONDO:0025598,CHEBI:85155,Netupitant,"['CHEBI:41879', 'CHEBI:85157']","['Dexamethasone', 'palonosetron hydrochloride']",MONDO:0025598,pneumonia caused by chlamydia
DB08935,DB06769,UMLS:C0855090,UNII:O43472U9X8,Obinutuzumab,CHEBI:135515,Bendamustine,UMLS:C0855090,B-cell lymphoma refractory
DB06767,"DB09019,DB01075",UMLS:C0741789,CHEBI:31206,Ammonium chloride,"['CHEBI:77032', 'CHEBI:4636']","['Bromhexine', 'Diphenhydramine']",UMLS:C0741789,Bronchial congestion
DB13503,DB04209,UMLS:C0555971,UNII:877376V2XW,Tyrothricin,CHEBI:41872,Dequalinium,UMLS:C0555971,Oral infection
DB09035,DB06186,UMLS:C1142025,UNII:31YO63LBSN,Nivolumab,UNII:6T8C155666,Ipilimumab,UMLS:C1142025,Metastatic Esophageal Squamous Cell Carcinoma
DB11073,"DB09084,DB09209",UMLS:C0555971,CHEBI:32914,Cetylpyridinium,"['CHEBI:94563', 'CHEBI:53579']","['Benzydamine', 'Pholcodine']",UMLS:C0555971,Oral infection
DB04209,DB11105,UMLS:C0555971,CHEBI:41872,Dequalinium,CHEBI:135611,Benzalkonium,UMLS:C0555971,Oral infection
DB14256,"DB11709,DB00640",UMLS:C0424499,DRUGBANK:DB14256,Centella asiatica,"['UNII:L4EL31FWIL', 'CHEBI:16335']","['Acetyl hexapeptide-3', 'Adenosine']",UMLS:C0424499,Sun-damaged skin on face
DB00145,DB00945,MONDO:0005264,CHEBI:15428,Glycine,CHEBI:15365,Aspirin,MONDO:0005264,transient ischemic attack
DB11760,DB08899,MONDO:0850353,CHEBI:231344,Talazoparib,CHEBI:68534,Enzalutamide,MONDO:0850353,castration-resistant prostate carcinoma
DB00027,"DB01234,DB00452",MONDO:0004856,PUBCHEM.COMPOUND:45267103,Gramicidin D,"['CHEBI:41879', 'CHEBI:7507']","['Dexamethasone', 'Framycetin']",MONDO:0004856,rosacea conjunctivitis
DB03229,"DB04074,DB00123,DB15832,DB00117,DB03884,DB15833,DB00135,DB00156",MONDO:0002492,CHEBI:48430,Ketoleucine,"['CHEBI:16530', 'CHEBI:133538', 'CHEBI:137228', 'CHEBI:15971', 'CHEBI:30851', 'CHEBI:15614', 'CHEBI:17895', 'CHEBI:16857']","['alpha-Ketoisovalerate', 'Lysine', 'Desmeninol', 'Histidine', 'PHENYLPYRUVATE', 'alpha-Keto-isoleucine', 'Tyrosine', 'Threonine']",MONDO:0002492,acute kidney failure
DB06711,"DB00759,DB00443",MONDO:0002307,CHEBI:7470,Naphazoline,"['CHEBI:27902', 'CHEBI:3077']","['Tetracycline', 'Betamethasone']",MONDO:0002307,blepharoconjunctivitis
DB11582,DB00586,UMLS:C0699896,CHEBI:94557,Thiocolchicoside,CHEBI:47381,Diclofenac,UMLS:C0699896,Acute back pain
DB01914,"DB00297,DB09341",NCIT:C51220,CHEBI:17234,D-glucose,"['CHEBI:3215', 'CHEBI:17234']","['Bupivacaine', 'D-glucose']",NCIT:C51220,Insufficient Anesthesia
DB00135,"DB00156,DB00117,DB00123",MONDO:0002492,CHEBI:17895,Tyrosine,"['CHEBI:16857', 'CHEBI:15971', 'CHEBI:133538']","['Threonine', 'Histidine', 'Lysine']",MONDO:0002492,acute kidney failure
DB15832,"DB00135,DB03229,DB00123,DB00117,DB00156",MONDO:0002492,CHEBI:137228,Desmeninol,"['CHEBI:17895', 'CHEBI:48430', 'CHEBI:133538', 'CHEBI:15971', 'CHEBI:16857']","['Tyrosine', 'Ketoleucine', 'Lysine', 'Histidine', 'Threonine']",MONDO:0002492,acute kidney failure
DB00825,DB11082,MONDO:0005083,CHEBI:15409,Levomenthol,DRUGBANK:DB11082,Coal tar,MONDO:0005083,psoriasis
DB00215,DB00122,MONDO:0002009,CHEBI:3723,Citalopram,CHEBI:15354,Choline,MONDO:0002009,major depressive disorder
DB00112,"DB01229,DB00958",MONDO:0008170,UNII:2S9ZZM9Q9V,Bevacizumab,"['CHEBI:45863', 'CHEBI:31355']","['Paclitaxel', 'Carboplatin']",MONDO:0008170,ovarian cancer
DB00112,"DB00958,DB00441",MONDO:0008170,UNII:2S9ZZM9Q9V,Bevacizumab,"['CHEBI:31355', 'CHEBI:175901']","['Carboplatin', 'Gemcitabine']",MONDO:0008170,ovarian cancer
DB09019,"DB00514,DB00874",MONDO:0005709,CHEBI:77032,Bromhexine,"['CHEBI:4470', 'CHEBI:5551']","['Dextromethorphan', 'Guaifenesin']",MONDO:0005709,common cold
DB00514,"DB11204,DB06767",MONDO:0005709,CHEBI:4470,Dextromethorphan,"['UNII:WV9CM0O67Z', 'CHEBI:31206']","['Panthenol', 'Ammonium chloride']",MONDO:0005709,common cold
DB00514,"DB06767,DB01114,DB14312",MONDO:0005709,CHEBI:4470,Dextromethorphan,"['CHEBI:31206', 'CHEBI:52010', 'UNII:61ZBX54883']","['Ammonium chloride', 'chlorphenamine', 'LICORICE']",MONDO:0005709,common cold
DB09035,DB06186,MONDO:0005086,UNII:31YO63LBSN,Nivolumab,UNII:6T8C155666,Ipilimumab,MONDO:0005086,renal cell carcinoma
DB15011,DB00073,MONDO:0012105,UNII:O880NM097T,Avacopan,UNII:4F4X42SYQ6,Rituximab,MONDO:0012105,granulomatosis with polyangiitis
DB15654,DB17090,MONDO:0100130,DRUGBANK:DB15654,Moderna COVID-19 Vaccine,DRUGBANK:DB17090,Imelasomeran,MONDO:0100130,adult acute respiratory distress syndrome
DB17090,DB15654,MONDO:0100130,DRUGBANK:DB17090,Imelasomeran,DRUGBANK:DB15654,Moderna COVID-19 Vaccine,MONDO:0100130,adult acute respiratory distress syndrome
DB00281,DB00720,MONDO:0043731,CHEBI:6456,Lidocaine,CHEBI:59585,clondronate(2-),MONDO:0043731,Lytic lesion
DB11279,"DB00406,DB01123",MONDO:0021562,CHEBI:88176,brilliant green,"['CHEBI:77181', 'CHEBI:8452']","['gentian violet', 'Proflavine']",MONDO:0021562,omphalitis
DB06724,DB09512,NCIT:C34887,CHEBI:3311,Calcium carbonate,CHEBI:31498,Dimethicone,NCIT:C34887,Post-Operative Pain
DB02262,DB02134,HP:0001410,CHEBI:16742,Orotic acid,CHEBI:17712,Xanthine,HP:0001410,Decreased liver function
DB09395,"DB09153,DB04398",MONDO:0000440,CHEBI:32954,Sodium acetate,"['CHEBI:26710', 'CHEBI:78320']","['Sodium chloride', 'Lactic acid']",MONDO:0000440,metabolic acidosis
DB15947,DB13759,MONDO:0004868,CHEBI:135547,Pitofenone,CHEBI:94773,Fenpiverinium,MONDO:0004868,biliary tract disorder
DB09084,DB11073,HP:0002027,CHEBI:94563,Benzydamine,CHEBI:32914,Cetylpyridinium,HP:0002027,Abdominal pain
DB00835,"DB00874,DB00388,DB00316,DB06767",MONDO:0005709,CHEBI:3183,Brompheniramine,"['CHEBI:5551', 'CHEBI:8093', 'CHEBI:46195', 'CHEBI:31206']","['Guaifenesin', 'Phenylephrine', 'Acetaminophen', 'Ammonium chloride']",MONDO:0005709,common cold
DB01050,"DB00388,DB00341",MONDO:0005709,CHEBI:5855,Ibuprofen,"['CHEBI:8093', 'CHEBI:3561']","['Phenylephrine', 'Cetirizine']",MONDO:0005709,common cold
DB01075,"DB06767,DB00514,DB09154,DB00397,DB00874",MONDO:0005709,CHEBI:4636,Diphenhydramine,"['CHEBI:31206', 'CHEBI:4470', 'CHEBI:30769', 'PUBCHEM.COMPOUND:4786', 'CHEBI:5551']","['Ammonium chloride', 'Dextromethorphan', 'Citric acid', 'Phenylpropanolamine', 'Guaifenesin']",MONDO:0005709,common cold
DB00514,"DB00852,DB00316",MONDO:0005709,CHEBI:4470,Dextromethorphan,"['CHEBI:51209', 'CHEBI:46195']","['Pseudoephedrine', 'Acetaminophen']",MONDO:0005709,common cold
DB00852,"DB00514,DB00316",MONDO:0005709,CHEBI:51209,Pseudoephedrine,"['CHEBI:4470', 'CHEBI:46195']","['Dextromethorphan', 'Acetaminophen']",MONDO:0005709,common cold
DB00936,"DB09353,DB11082",MONDO:0002406,CHEBI:16914,Salicylic acid,"['CHEBI:29385', 'DRUGBANK:DB11082']","['Octasulfur', 'Coal tar']",MONDO:0002406,dermatitis
DB01598,DB01597,UMLS:C0684256,CHEBI:471744,Imipenem,CHEBI:3697,Cilastatin,UMLS:C0684256,Bacterial sepsis
